log_linear_slope_per_um,log_linear_intercept,log_linear_rate_multiplier_per_um,log_linear_half_distance_um,log_linear_weighted_r2,logistic_slope_per_um,logistic_intercept,logistic_odds_ratio_per_um,logistic_odds_ratio_per_100nm,logistic_pseudo_r2,logistic_weighted_r2,fitted_start_rate,fitted_half_rate,fitted_half_rate_distance_um,fitted_tenth_rate,fitted_tenth_rate_distance_um,first_bin_at_or_below_10pct,first_bin_at_or_below_5pct
-2.1227557429151567,-1.02271166647836,0.11970130755045694,0.3265317655473889,0.9635597540033644,-3.035300603936032,-0.31023875559612324,0.048060213614572536,0.7382076979843007,0.21869829068923308,0.9204408472891064,0.38651057795476756,0.19325528897738378,0.36858176824003774,0.038651057795476756,0.9565855005261148,500-600,800-900
