partition,pair_key,distance_bin,distance_bin_nm,distance_mid_nm,near_pair_count,connected_near_pair_count,syn_count_sum,connected_syn_count_sum,fraction_connected,fraction_ci_low,fraction_ci_high
super_class,central | optic,17,1700-1800,1750.0,2118,58,98.0,98.0,0.027384324834749764,0.021243292505985164,0.03523670109956957
super_class,central | optic,18,1800-1900,1850.0,2070,54,73.0,73.0,0.02608695652173913,0.020048643115234355,0.033881030202149186
super_class,central | optic,19,1900-2000,1950.0,2069,41,59.0,59.0,0.019816336394393428,0.01464079846691153,0.026771724323059496
super_class,central | sensory,0,0-100,50.0,160664,112566,770788.0,770788.0,0.7006298859732112,0.6983856400677351,0.7028645376778531
super_class,central | sensory,1,100-200,150.0,56051,24895,60138.0,60138.0,0.44414907851777846,0.4400395790862354,0.4482662331988538
super_class,central | sensory,2,200-300,250.0,41230,13139,26547.0,26547.0,0.31867572156196944,0.314194985558376,0.32319024415061137
super_class,central | sensory,3,300-400,350.0,39351,9753,18055.0,18055.0,0.2478463063200427,0.24360503913813528,0.2521368011745952
super_class,central | sensory,4,400-500,450.0,39965,7458,13232.0,13232.0,0.18661328662579757,0.18282371339993247,0.19046310209786765
super_class,central | sensory,5,500-600,550.0,38841,5638,9255.0,9255.0,0.1451558919698257,0.1416877277860418,0.14869424148938445
super_class,central | sensory,6,600-700,650.0,40062,4329,7122.0,7122.0,0.10805751085816984,0.10505492006376561,0.11113526224854102
super_class,central | sensory,7,700-800,750.0,38856,3392,5452.0,5452.0,0.08729668519662342,0.08453066046376967,0.0901443078459313
super_class,central | sensory,8,800-900,850.0,38571,2678,4229.0,4229.0,0.0694304010785305,0.06693631089500252,0.07201025058614688
super_class,central | sensory,9,900-1000,950.0,37981,2159,3456.0,3456.0,0.05684421157947395,0.054560047904780785,0.05921801244653579
super_class,central | sensory,10,1000-1100,1050.0,36324,1661,2533.0,2533.0,0.045727342803655986,0.043626714513620775,0.04792404802879243
super_class,central | sensory,11,1100-1200,1150.0,36418,1409,2211.0,2211.0,0.03868965895985502,0.03675708350217566,0.0407195479924822
super_class,central | sensory,12,1200-1300,1250.0,35591,1218,1903.0,1903.0,0.03422213480936192,0.03238307131723624,0.03616173715298886
super_class,central | sensory,13,1300-1400,1350.0,34665,978,1624.0,1624.0,0.028212894850713977,0.026521395405182377,0.030008950275591688
super_class,central | sensory,14,1400-1500,1450.0,33898,854,1229.0,1229.0,0.02519322673904065,0.023577971935805322,0.02691608736037168
super_class,central | sensory,15,1500-1600,1550.0,33254,659,1029.0,1029.0,0.01981716485234859,0.018373702192286356,0.0213715589674156
super_class,central | sensory,16,1600-1700,1650.0,33056,639,1028.0,1028.0,0.019330832526621492,0.017901437038518254,0.020871936878675595
super_class,central | sensory,17,1700-1800,1750.0,32128,548,842.0,842.0,0.017056772908366533,0.01569753871053414,0.01853148599622278
super_class,central | sensory,18,1800-1900,1850.0,31997,490,789.0,789.0,0.015313935681470138,0.014025412821253514,0.016718828605196967
super_class,central | sensory,19,1900-2000,1950.0,31557,434,724.0,724.0,0.013752891592990462,0.01252580848692681,0.015098347137617752
super_class,central | sensory_ascending,0,0-100,50.0,4091,2467,20031.0,20031.0,0.6030310437545833,0.5879480763857524,0.6179206927505191
super_class,central | sensory_ascending,1,100-200,150.0,2151,908,2883.0,2883.0,0.4221292422129242,0.40141374527426943,0.44312239139582255
super_class,central | sensory_ascending,2,200-300,250.0,1636,526,1534.0,1534.0,0.3215158924205379,0.29932402629806626,0.3445440155908576
super_class,central | sensory_ascending,3,300-400,350.0,1574,432,1054.0,1054.0,0.2744599745870394,0.2529834081006921,0.2970347939799225
super_class,central | sensory_ascending,4,400-500,450.0,1789,412,1009.0,1009.0,0.23029625489100056,0.21137655889598808,0.2503717628743234
super_class,central | sensory_ascending,5,500-600,550.0,1950,366,820.0,820.0,0.18769230769230769,0.17098157420221036,0.20563114609200386
super_class,central | sensory_ascending,6,600-700,650.0,2064,371,808.0,808.0,0.17974806201550386,0.16378213252118198,0.196903908421219
super_class,central | sensory_ascending,7,700-800,750.0,2045,293,638.0,638.0,0.1432762836185819,0.12875957398403606,0.15913071485039607
super_class,central | sensory_ascending,8,800-900,850.0,2070,226,472.0,472.0,0.10917874396135266,0.09646071922082888,0.12334468925395531
super_class,central | sensory_ascending,9,900-1000,950.0,2239,226,477.0,477.0,0.10093791871371148,0.08913523721490954,0.11410764895235256
super_class,central | sensory_ascending,10,1000-1100,1050.0,2241,164,331.0,331.0,0.07318161535029005,0.06311368160673356,0.08471037867440168
super_class,central | sensory_ascending,11,1100-1200,1150.0,2373,162,291.0,291.0,0.06826801517067003,0.05880247519183722,0.07912913960319158
super_class,central | sensory_ascending,12,1200-1300,1250.0,2409,172,347.0,347.0,0.0713989207139892,0.06178438403451375,0.08237824976622973
super_class,central | sensory_ascending,13,1300-1400,1350.0,2490,156,285.0,285.0,0.06265060240963856,0.05378928649084995,0.0728593346565397
super_class,central | sensory_ascending,14,1400-1500,1450.0,2491,136,278.0,278.0,0.05459654757125652,0.04634095479173593,0.06422382014227189
super_class,central | sensory_ascending,15,1500-1600,1550.0,2546,105,214.0,214.0,0.04124116260801257,0.03418318146252649,0.04968147899324455
super_class,central | sensory_ascending,16,1600-1700,1650.0,2600,116,193.0,193.0,0.04461538461538461,0.037328701998509684,0.05324577841535266
super_class,central | sensory_ascending,17,1700-1800,1750.0,2680,121,204.0,204.0,0.045149253731343285,0.0379179415832913,0.0536826953544475
super_class,central | sensory_ascending,18,1800-1900,1850.0,2689,100,197.0,197.0,0.03718854592785422,0.03067132464700403,0.045026258159203345
super_class,central | sensory_ascending,19,1900-2000,1950.0,2653,83,158.0,158.0,0.03128533735393894,0.025308712277059345,0.03861741715421725
super_class,central | visual_centrifugal,0,0-100,50.0,152591,42078,286404.0,286404.0,0.27575676153901607,0.2735201114724938,0.278004702325668
super_class,central | visual_centrifugal,1,100-200,150.0,58962,8600,25192.0,25192.0,0.1458566534378074,0.14303068560544657,0.148728765852972
super_class,central | visual_centrifugal,2,200-300,250.0,37541,4330,11379.0,11379.0,0.11534056098665459,0.11214850817746969,0.11861133074538252
super_class,central | visual_centrifugal,3,300-400,350.0,33293,3256,7549.0,7549.0,0.09779833598654372,0.09465380424311075,0.10103567520589503
super_class,central | visual_centrifugal,4,400-500,450.0,31986,2525,5234.0,5234.0,0.07894078659413493,0.0760360063795566,0.08194669522906908
super_class,central | visual_centrifugal,5,500-600,550.0,29984,1980,4087.0,4087.0,0.06603521878335113,0.06327941963565252,0.06890220426621578
super_class,central | visual_centrifugal,6,600-700,650.0,30024,1671,3548.0,3548.0,0.055655475619504395,0.05311863585303461,0.05830600946679415
super_class,central | visual_centrifugal,7,700-800,750.0,28624,1305,2526.0,2526.0,0.045591112353269986,0.04323491917815878,0.04806926073598466
super_class,central | visual_centrifugal,8,800-900,850.0,27722,1099,2150.0,2150.0,0.03964360435754996,0.03740973965318515,0.04200503995083595
super_class,central | visual_centrifugal,9,900-1000,950.0,27310,907,1647.0,1647.0,0.03321127792017576,0.031150846197544053,0.035403014171917845
super_class,central | visual_centrifugal,10,1000-1100,1050.0,26104,768,1308.0,1308.0,0.029420778424762487,0.027439044040881298,0.03154099818520605
super_class,central | visual_centrifugal,11,1100-1200,1150.0,25800,689,1243.0,1243.0,0.026705426356589148,0.024807485095102874,0.0287442930246326
super_class,central | visual_centrifugal,12,1200-1300,1250.0,24645,538,920.0,920.0,0.021829985798336376,0.020078707624048356,0.0237303125937618
super_class,central | visual_centrifugal,13,1300-1400,1350.0,23701,446,744.0,744.0,0.018817771402050546,0.017164192546023603,0.02062731077285957
super_class,central | visual_centrifugal,14,1400-1500,1450.0,23526,418,657.0,657.0,0.017767576298563292,0.016156490914408173,0.01953612505288334
super_class,central | visual_centrifugal,15,1500-1600,1550.0,22993,349,636.0,636.0,0.015178532596877311,0.0136772345235777,0.016841808578410708
super_class,central | visual_centrifugal,16,1600-1700,1650.0,22116,276,425.0,425.0,0.012479652740097666,0.011098890217431101,0.014029752656756569
super_class,central | visual_centrifugal,17,1700-1800,1750.0,21620,233,380.0,380.0,0.010777058279370953,0.009485013045613198,0.012242930059556421
super_class,central | visual_centrifugal,18,1800-1900,1850.0,21501,234,385.0,385.0,0.010883214734198409,0.009581115072038132,0.012360064908566797
super_class,central | visual_centrifugal,19,1900-2000,1950.0,21110,224,359.0,359.0,0.010611084793936522,0.009315173752042261,0.012085081519362256
super_class,central | visual_projection,0,0-100,50.0,386982,245088,1963343.0,1963343.0,0.633331782873622,0.6318121474709195,0.6348487711129298
super_class,central | visual_projection,1,100-200,150.0,158223,58679,171477.0,171477.0,0.3708626432313886,0.36848567612367994,0.3732458810080274
super_class,central | visual_projection,2,200-300,250.0,104712,28983,71841.0,71841.0,0.2767877607151043,0.27408601876699357,0.279505880168764
super_class,central | visual_projection,3,300-400,350.0,96016,21174,46984.0,46984.0,0.22052574570904848,0.21791445983525376,0.2231593942170112
super_class,central | visual_projection,4,400-500,450.0,95947,16864,34874.0,34874.0,0.17576370287763035,0.1733682853116829,0.17818508345001433
super_class,central | visual_projection,5,500-600,550.0,91815,12775,25255.0,25255.0,0.13913848499700485,0.13691491178077717,0.14139225431616473
super_class,central | visual_projection,6,600-700,650.0,94904,10921,20746.0,20746.0,0.1150741802242266,0.11305946104474404,0.11712006081259427
super_class,central | visual_projection,7,700-800,750.0,93095,8515,15806.0,15806.0,0.09146570707341962,0.08963073204189372,0.09333439735451761
super_class,central | visual_projection,8,800-900,850.0,93427,7080,12665.0,12665.0,0.07578109111926959,0.07410145602232059,0.07749561147107552
super_class,central | visual_projection,9,900-1000,950.0,93992,5907,10404.0,10404.0,0.06284577410843475,0.06131206074532137,0.06441522036452721
super_class,central | visual_projection,10,1000-1100,1050.0,92918,4769,8268.0,8268.0,0.05132482403839945,0.049924456971018986,0.05276228960762395
super_class,central | visual_projection,11,1100-1200,1150.0,93876,3942,7011.0,7011.0,0.04199156333887256,0.04072714196456229,0.043293468483506466
super_class,central | visual_projection,12,1200-1300,1250.0,93888,3397,5983.0,5983.0,0.036181407634628494,0.03500574409885693,0.03739502559698424
super_class,central | visual_projection,13,1300-1400,1350.0,93151,2911,5030.0,5030.0,0.03125033547680647,0.030152156061026877,0.03238717630148985
super_class,central | visual_projection,14,1400-1500,1450.0,93820,2458,4222.0,4222.0,0.026199104668514175,0.02519625700753916,0.027240751711148817
super_class,central | visual_projection,15,1500-1600,1550.0,92165,2106,3461.0,3461.0,0.02285032279064721,0.02190530888471284,0.023835111921443847
super_class,central | visual_projection,16,1600-1700,1650.0,93561,1771,2999.0,2999.0,0.018928827182266114,0.01807515950765837,0.01982199864880881
super_class,central | visual_projection,17,1700-1800,1750.0,92621,1589,2670.0,2670.0,0.017155936558663803,0.016339461664814807,0.01801246320800462
super_class,central | visual_projection,18,1800-1900,1850.0,93281,1380,2375.0,2375.0,0.01479400949818291,0.01403899150680454,0.015588990409605766
super_class,central | visual_projection,19,1900-2000,1950.0,92808,1240,2046.0,2046.0,0.013360917162313593,0.012642113136894947,0.014120006407126684
super_class,descending | descending,0,0-100,50.0,59672,21285,211698.0,211698.0,0.35669995978013136,0.3528657777423823,0.3605525915429198
super_class,descending | descending,1,100-200,150.0,15114,2759,12559.0,12559.0,0.18254598385602752,0.17646827558344327,0.18878502883006507
super_class,descending | descending,2,200-300,250.0,8605,1373,5535.0,5535.0,0.15955839628123183,0.15197316400075137,0.16744746513476436
super_class,descending | descending,3,300-400,350.0,7411,1035,3885.0,3885.0,0.13965726622588046,0.13195182902793437,0.14773608770382698
super_class,descending | descending,4,400-500,450.0,7150,949,2939.0,2939.0,0.13272727272727272,0.12505981959419252,0.1407891754408667
super_class,descending | descending,5,500-600,550.0,6571,728,2010.0,2010.0,0.1107898341196165,0.1034269159541431,0.11860757381972459
super_class,descending | descending,6,600-700,650.0,6440,621,1716.0,1716.0,0.09642857142857143,0.08945793271184932,0.10388040136513982
super_class,descending | descending,7,700-800,750.0,6211,557,1608.0,1608.0,0.08967960070842054,0.08282500043048008,0.09704146631905061
super_class,descending | descending,8,800-900,850.0,5933,426,1107.0,1107.0,0.0718017866172257,0.06550603196869262,0.07865169661210702
super_class,descending | descending,9,900-1000,950.0,5943,420,1094.0,1094.0,0.0706713780918728,0.06442924469827133,0.07746819544878084
super_class,descending | descending,10,1000-1100,1050.0,5530,368,840.0,840.0,0.06654611211573237,0.06027337583005158,0.07342065690120694
super_class,descending | descending,11,1100-1200,1150.0,5580,319,688.0,688.0,0.05716845878136201,0.051375959252839457,0.06357028134252414
super_class,descending | descending,12,1200-1300,1250.0,5197,308,810.0,810.0,0.059264960554165864,0.05316496339683312,0.06601605530598605
super_class,descending | descending,13,1300-1400,1350.0,5100,248,570.0,570.0,0.04862745098039216,0.04305644978366084,0.0548779375217759
super_class,descending | descending,14,1400-1500,1450.0,5005,228,535.0,535.0,0.04555444555444556,0.04011779372030988,0.05168818393328571
super_class,descending | descending,15,1500-1600,1550.0,4906,192,459.0,459.0,0.03913575214023644,0.03406011677365261,0.0449325741514477
super_class,descending | descending,16,1600-1700,1650.0,4719,157,335.0,335.0,0.033269760542487814,0.028520495193709312,0.038778310677738924
super_class,descending | descending,17,1700-1800,1750.0,4753,164,362.0,362.0,0.034504523458868085,0.029679926047011876,0.04008098421747959
super_class,descending | descending,18,1800-1900,1850.0,4651,139,271.0,271.0,0.029886046011610407,0.02536708378998741,0.03518097009008446
super_class,descending | descending,19,1900-2000,1950.0,4494,136,294.0,294.0,0.030262572318647086,0.025641227316415768,0.03568632143496757
super_class,descending | motor,0,0-100,50.0,8961,2770,36024.0,36024.0,0.3091172860171856,0.29963233233393566,0.31876583322874424
super_class,descending | motor,1,100-200,150.0,2152,358,1706.0,1706.0,0.16635687732342008,0.15121997213610375,0.1826828526354379
super_class,descending | motor,2,200-300,250.0,1243,182,884.0,884.0,0.14641995172968625,0.1278558095341469,0.16716290013996085
super_class,descending | motor,3,300-400,350.0,1103,149,848.0,848.0,0.13508612873980055,0.11617539263892551,0.15652993394077663
super_class,descending | motor,4,400-500,450.0,1050,114,472.0,472.0,0.10857142857142857,0.09116100081439933,0.12883562866008716
super_class,descending | motor,5,500-600,550.0,1011,89,414.0,414.0,0.08803165182987141,0.07208874702653623,0.10709350171060658
super_class,descending | motor,6,600-700,650.0,926,84,257.0,257.0,0.09071274298056156,0.07386621651050658,0.11094117433971996
super_class,descending | motor,7,700-800,750.0,902,65,274.0,274.0,0.07206208425720621,0.056939394999109424,0.09081447278528025
super_class,descending | motor,8,800-900,850.0,906,64,366.0,366.0,0.0706401766004415,0.05570553303286077,0.0892005693040735
super_class,descending | motor,9,900-1000,950.0,834,52,196.0,196.0,0.06235011990407674,0.04786181376950495,0.0808517760068919
super_class,descending | motor,10,1000-1100,1050.0,797,49,182.0,182.0,0.06148055207026349,0.0468147176078907,0.080353501425686
super_class,descending | motor,11,1100-1200,1150.0,809,55,135.0,135.0,0.06798516687268233,0.0526018935711732,0.08745196194015889
super_class,descending | motor,12,1200-1300,1250.0,789,43,146.0,146.0,0.05449936628643853,0.04071003355874908,0.07260591757196858
super_class,descending | motor,13,1300-1400,1350.0,773,35,147.0,147.0,0.045278137128072445,0.03273404797210738,0.06231956398688143
super_class,descending | motor,15,1500-1600,1550.0,718,25,85.0,85.0,0.034818941504178275,0.02369382733690345,0.05089539002047801
super_class,descending | motor,16,1600-1700,1650.0,696,28,92.0,92.0,0.040229885057471264,0.027978118227356866,0.057529230864209
super_class,descending | motor,17,1700-1800,1750.0,659,22,81.0,81.0,0.03338391502276176,0.02214781880794877,0.05002870119320987
super_class,descending | motor,18,1800-1900,1850.0,626,30,56.0,56.0,0.04792332268370607,0.03377226913565505,0.06758908902169751
super_class,descending | motor,19,1900-2000,1950.0,638,14,36.0,36.0,0.0219435736677116,0.013115418003440573,0.036494329946832514
super_class,descending | optic,0,0-100,50.0,6695,1886,5303.0,5303.0,0.28170276325616134,0.27105503665715025,0.29260086468555346
super_class,descending | optic,1,100-200,150.0,4207,662,1253.0,1253.0,0.1573567863085334,0.14666637239276759,0.16867239504032705
super_class,descending | optic,2,200-300,250.0,3128,365,671.0,671.0,0.11668797953964194,0.10590419244735773,0.12841212802044621
super_class,descending | optic,3,300-400,350.0,2996,280,477.0,477.0,0.09345794392523364,0.08354936697473102,0.10440775716142335
super_class,descending | optic,4,400-500,450.0,3194,232,332.0,332.0,0.07263619286161553,0.06413937027927258,0.08215980851682539
super_class,descending | optic,5,500-600,550.0,2953,183,240.0,240.0,0.06197087707416187,0.05383087608445478,0.07124907408940642
super_class,descending | optic,6,600-700,650.0,3129,159,237.0,237.0,0.05081495685522531,0.04365550184763836,0.05907602470001727
super_class,descending | optic,7,700-800,750.0,3146,144,257.0,257.0,0.04577240940877304,0.03900679842156593,0.053645987674090415
super_class,descending | optic,8,800-900,850.0,3282,105,150.0,150.0,0.031992687385740404,0.026497784319839953,0.03858192007004908
super_class,descending | optic,9,900-1000,950.0,3252,109,137.0,137.0,0.03351783517835178,0.02786135791449191,0.04027512636656156
super_class,descending | optic,10,1000-1100,1050.0,3082,92,140.0,140.0,0.029850746268656716,0.024403229414895856,0.036468851640722805
super_class,descending | optic,11,1100-1200,1150.0,3318,68,103.0,103.0,0.020494273658830622,0.016198783235238656,0.025898829125326636
super_class,descending | optic,12,1200-1300,1250.0,3201,64,71.0,71.0,0.01999375195251484,0.01568874757885574,0.025449510237068766
super_class,descending | optic,13,1300-1400,1350.0,3147,49,67.0,67.0,0.015570384493168096,0.01179785890521598,0.020524172135633553
super_class,descending | optic,14,1400-1500,1450.0,3068,44,59.0,59.0,0.014341590612777053,0.010700766679678467,0.019197129097239196
super_class,descending | optic,15,1500-1600,1550.0,3036,38,53.0,53.0,0.012516469038208168,0.009132622190280828,0.017132430567731297
super_class,descending | optic,16,1600-1700,1650.0,3068,32,43.0,43.0,0.010430247718383311,0.007397950961082484,0.014687041963031833
super_class,descending | optic,17,1700-1800,1750.0,3102,43,55.0,55.0,0.013862024500322373,0.010307636517173997,0.018619015762839253
super_class,descending | optic,18,1800-1900,1850.0,3080,33,39.0,39.0,0.010714285714285714,0.007639304888408452,0.015008291538074673
super_class,descending | optic,19,1900-2000,1950.0,3024,31,39.0,39.0,0.01025132275132275,0.007231373777760121,0.014514017394618243
super_class,descending | sensory,0,0-100,50.0,19980,14189,79777.0,79777.0,0.7101601601601601,0.7038292952212285,0.7164102246916996
super_class,descending | sensory,1,100-200,150.0,8192,3840,9204.0,9204.0,0.46875,0.4579607663662378,0.4795685289778792
super_class,descending | sensory,2,200-300,250.0,5693,1984,4125.0,4125.0,0.3484981556297207,0.3362262691069212,0.36097436922572956
super_class,descending | sensory,3,300-400,350.0,5265,1356,2480.0,2480.0,0.25754985754985754,0.24591767691837949,0.26953558704005876
super_class,descending | sensory,4,400-500,450.0,5274,1053,1877.0,1877.0,0.19965870307167236,0.18909035924661674,0.2106642677205889
super_class,descending | sensory,5,500-600,550.0,5107,799,1400.0,1400.0,0.15645192872527902,0.1467469060362907,0.16667341205769992
super_class,descending | sensory,6,600-700,650.0,5354,607,976.0,976.0,0.1133731789316399,0.10515627730910124,0.12214450739494825
super_class,descending | sensory,7,700-800,750.0,5375,548,886.0,886.0,0.10195348837209302,0.0941462508004743,0.11032930021779701
super_class,descending | sensory,8,800-900,850.0,5275,397,613.0,613.0,0.075260663507109,0.06844632282520309,0.08269319990645076
super_class,descending | sensory,9,900-1000,950.0,5306,359,535.0,535.0,0.06765925367508481,0.06120917333302885,0.07473491961317127
super_class,descending | sensory,10,1000-1100,1050.0,5148,249,383.0,383.0,0.04836829836829837,0.04283685374041352,0.05457328402469167
super_class,descending | sensory,11,1100-1200,1150.0,5364,199,293.0,293.0,0.037099179716629384,0.03236336529624735,0.04249756204557288
super_class,descending | sensory,12,1200-1300,1250.0,5235,166,247.0,247.0,0.03170964660936008,0.027295622837475192,0.03681045740744002
super_class,descending | sensory,13,1300-1400,1350.0,5354,145,206.0,206.0,0.027082555098991407,0.02306189032581745,0.03178138835565756
super_class,descending | sensory,14,1400-1500,1450.0,5267,131,224.0,224.0,0.02487184355420543,0.02099952890949807,0.02943674297543203
super_class,descending | sensory,15,1500-1600,1550.0,5397,119,168.0,168.0,0.02204928664072633,0.018458176960024324,0.026320325708893054
super_class,descending | sensory,16,1600-1700,1650.0,5275,100,154.0,154.0,0.018957345971563982,0.015611886921793362,0.023002948575449073
super_class,descending | sensory,17,1700-1800,1750.0,5309,90,136.0,136.0,0.016952345074401957,0.013812777061938671,0.020790475555267158
super_class,descending | sensory,18,1800-1900,1850.0,5228,68,100.0,100.0,0.013006885998469778,0.01027347703901597,0.016455466742462427
super_class,descending | sensory,19,1900-2000,1950.0,5057,57,116.0,116.0,0.011271504844769626,0.008710391963416435,0.014574588937783874
super_class,descending | sensory_ascending,0,0-100,50.0,779,404,2444.0,2444.0,0.5186136071887034,0.483520539533174,0.5535239915699252
super_class,descending | sensory_ascending,2,200-300,250.0,366,126,384.0,384.0,0.3442622950819672,0.2974292497304303,0.39433068208902966
super_class,descending | sensory_ascending,3,300-400,350.0,377,96,251.0,251.0,0.2546419098143236,0.2132915645932601,0.30094217457809086
super_class,descending | sensory_ascending,4,400-500,450.0,413,94,235.0,235.0,0.22760290556900725,0.18978381436887018,0.27044280408763705
super_class,descending | sensory_ascending,5,500-600,550.0,404,68,213.0,213.0,0.16831683168316833,0.13499467527850684,0.20788746327724622
super_class,descending | sensory_ascending,6,600-700,650.0,468,69,164.0,164.0,0.14743589743589744,0.118187197806463,0.18242555020049525
super_class,descending | sensory_ascending,7,700-800,750.0,476,59,126.0,126.0,0.12394957983193278,0.09732239117536191,0.15659806924324293
super_class,descending | sensory_ascending,8,800-900,850.0,497,53,130.0,130.0,0.10663983903420524,0.08245711937704647,0.13685693121300035
super_class,descending | sensory_ascending,9,900-1000,950.0,550,54,113.0,113.0,0.09818181818181818,0.07603059482703838,0.12590728777332968
super_class,descending | sensory_ascending,10,1000-1100,1050.0,576,44,86.0,86.0,0.0763888888888889,0.05739375701771844,0.1009970862746566
super_class,descending | sensory_ascending,11,1100-1200,1150.0,561,53,109.0,109.0,0.0944741532976827,0.07295380470914675,0.12151062567275145
super_class,descending | sensory_ascending,12,1200-1300,1250.0,656,49,90.0,90.0,0.07469512195121951,0.05695928676939534,0.09738320997527793
super_class,descending | sensory_ascending,13,1300-1400,1350.0,634,51,84.0,84.0,0.0804416403785489,0.06171068189888144,0.10422644104825779
super_class,descending | sensory_ascending,14,1400-1500,1450.0,675,39,83.0,83.0,0.057777777777777775,0.042550733942797195,0.07800993882681503
super_class,descending | sensory_ascending,15,1500-1600,1550.0,653,53,88.0,88.0,0.08116385911179173,0.06258569448343966,0.10464122902445024
super_class,descending | sensory_ascending,16,1600-1700,1650.0,674,31,48.0,48.0,0.04599406528189911,0.0325890458967079,0.06454515182736216
super_class,descending | sensory_ascending,17,1700-1800,1750.0,697,35,89.0,89.0,0.05021520803443329,0.03632502593796132,0.06903629964545155
super_class,descending | sensory_ascending,19,1900-2000,1950.0,714,34,73.0,73.0,0.047619047619047616,0.03427409841494693,0.0658059192379726
super_class,descending | visual_centrifugal,0,0-100,50.0,17926,3214,18524.0,18524.0,0.17929264755104318,0.17374602522789742,0.18497669767669314
super_class,descending | visual_centrifugal,1,100-200,150.0,6150,558,1841.0,1841.0,0.09073170731707317,0.08380622044490857,0.09816817421614346
super_class,descending | visual_centrifugal,2,200-300,250.0,3698,268,861.0,861.0,0.07247160627366143,0.06455141857991278,0.08127913235451942
super_class,descending | visual_centrifugal,3,300-400,350.0,3242,205,634.0,634.0,0.06323257248611967,0.05536060984323095,0.0721384030476014
super_class,descending | visual_centrifugal,4,400-500,450.0,3294,190,496.0,496.0,0.05768063145112325,0.05022210942286269,0.0661696542082347
super_class,descending | visual_centrifugal,5,500-600,550.0,2878,154,517.0,517.0,0.05350938151494093,0.04586640343418079,0.0623427361659971
super_class,descending | visual_centrifugal,6,600-700,650.0,2926,134,325.0,325.0,0.04579630895420369,0.038798922390257555,0.05398479670226949
super_class,descending | visual_centrifugal,7,700-800,750.0,2754,102,229.0,229.0,0.037037037037037035,0.03060403011568972,0.0447598341468553
super_class,descending | visual_centrifugal,8,800-900,850.0,2783,111,196.0,196.0,0.03988501616960115,0.03322612707618224,0.04781242208283707
super_class,descending | visual_centrifugal,9,900-1000,950.0,2631,84,208.0,208.0,0.03192702394526796,0.025861944551435253,0.03935700447381166
super_class,descending | visual_centrifugal,10,1000-1100,1050.0,2443,69,223.0,223.0,0.028243962341383544,0.02237858445886238,0.03559067681248432
super_class,descending | visual_centrifugal,11,1100-1200,1150.0,2568,63,134.0,134.0,0.02453271028037383,0.019222101275335697,0.03126374513137924
super_class,descending | visual_centrifugal,12,1200-1300,1250.0,2364,48,98.0,98.0,0.02030456852791878,0.01534880253295582,0.026816855845543816
super_class,descending | visual_centrifugal,13,1300-1400,1350.0,2302,47,90.0,90.0,0.02041702867072111,0.015388569047945253,0.027043486996147278
super_class,descending | visual_centrifugal,14,1400-1500,1450.0,2324,41,66.0,66.0,0.017641996557659207,0.013031146070860904,0.023844902540006773
super_class,descending | visual_centrifugal,15,1500-1600,1550.0,2210,37,78.0,78.0,0.0167420814479638,0.012170600522025146,0.022990722672913463
super_class,descending | visual_centrifugal,16,1600-1700,1650.0,2227,42,80.0,80.0,0.018859452177817693,0.013982670644444481,0.025393320909595035
super_class,descending | visual_centrifugal,17,1700-1800,1750.0,2104,41,96.0,96.0,0.019486692015209126,0.014396713430340678,0.02632816836343358
super_class,descending | visual_centrifugal,18,1800-1900,1850.0,2107,25,43.0,43.0,0.011865211200759373,0.008049658209535474,0.017457513906079452
super_class,descending | visual_centrifugal,19,1900-2000,1950.0,2027,27,61.0,61.0,0.013320177602368031,0.009170415607277426,0.01931117547299195
super_class,descending | visual_projection,0,0-100,50.0,20937,13193,127134.0,127134.0,0.6301284806801356,0.6235657506864534,0.6366434665018377
super_class,descending | visual_projection,1,100-200,150.0,7402,2573,9561.0,9561.0,0.3476087543907052,0.33684154861700516,0.35853405866036364
super_class,descending | visual_projection,2,200-300,250.0,4653,1270,3977.0,3977.0,0.2729421878358049,0.2603334240846517,0.2859255682761794
super_class,descending | visual_projection,3,300-400,350.0,4264,891,2356.0,2356.0,0.20895872420262665,0.19702007860389364,0.22142131809649002
super_class,descending | visual_projection,4,400-500,450.0,4103,737,2031.0,2031.0,0.17962466487935658,0.1681798951754482,0.19166880217874246
super_class,descending | visual_projection,5,500-600,550.0,3956,601,1339.0,1339.0,0.1519211324570273,0.14107365270971003,0.16344398254115447
super_class,descending | visual_projection,6,600-700,650.0,3955,466,994.0,994.0,0.11782553729456384,0.10814642153671836,0.1282463656866957
super_class,descending | visual_projection,7,700-800,750.0,3837,378,802.0,802.0,0.0985144644253323,0.08948267590799439,0.10834938256585677
super_class,descending | visual_projection,8,800-900,850.0,3943,351,627.0,627.0,0.08901851382196298,0.08052517512482404,0.09831189804274368
super_class,descending | visual_projection,9,900-1000,950.0,3841,280,630.0,630.0,0.0728976828950794,0.06509589307286559,0.08155295716845512
super_class,descending | visual_projection,10,1000-1100,1050.0,3743,233,466.0,466.0,0.06224953246059311,0.05494901358811016,0.07044769386811112
super_class,descending | visual_projection,11,1100-1200,1150.0,3703,170,293.0,293.0,0.04590872265730489,0.03962544012626171,0.053133203782342334
super_class,descending | visual_projection,12,1200-1300,1250.0,3692,168,318.0,318.0,0.04550379198266522,0.03924053781754417,0.052711887849183535
super_class,descending | visual_projection,13,1300-1400,1350.0,3691,120,258.0,258.0,0.03251151449471688,0.02725822185695031,0.038736921209534585
super_class,descending | visual_projection,14,1400-1500,1450.0,3718,113,229.0,229.0,0.030392684238838084,0.02534096389664732,0.036413840499112025
