partition,pair_key,distance_bin,distance_bin_nm,distance_mid_nm,near_pair_count,connected_near_pair_count,syn_count_sum,connected_syn_count_sum,fraction_connected,fraction_ci_low,fraction_ci_high
super_class,descending | visual_projection,15,1500-1600,1550.0,3567,100,187.0,187.0,0.02803476310625175,0.023104430475254338,0.03398059956360261
super_class,descending | visual_projection,16,1600-1700,1650.0,3722,90,193.0,193.0,0.02418054809242343,0.019714373519304527,0.0296279280965237
super_class,descending | visual_projection,17,1700-1800,1750.0,3559,74,145.0,145.0,0.020792357403765102,0.01659524961418776,0.026022867340548598
super_class,descending | visual_projection,18,1800-1900,1850.0,3454,75,128.0,128.0,0.021713954834973945,0.01735836573238984,0.02713227837345932
super_class,descending | visual_projection,19,1900-2000,1950.0,3614,69,115.0,115.0,0.019092418372993913,0.015114533291732192,0.0240916055287181
super_class,optic | optic,0,0-100,50.0,7662492,3656097,17345195.0,17345195.0,0.4771420316001635,0.4767883824848545,0.4774957036352033
super_class,optic | optic,1,100-200,150.0,2583142,606006,1274962.0,1274962.0,0.2346003433028459,0.23408397645473603,0.2351174995444966
super_class,optic | optic,2,200-300,250.0,1564115,253650,472826.0,472826.0,0.1621683827595797,0.1615915381153511,0.16274688688633132
super_class,optic | optic,3,300-400,350.0,1345165,165558,290702.0,290702.0,0.12307635122828799,0.1225222439929459,0.12363261133819028
super_class,optic | optic,4,400-500,450.0,1272672,120124,200447.0,200447.0,0.09438724196022227,0.09388051001619573,0.09489642260629903
super_class,optic | optic,5,500-600,550.0,1178451,83954,135447.0,135447.0,0.07124097650220501,0.07077794659795049,0.0717068017968411
super_class,optic | optic,6,600-700,650.0,1163895,64507,101379.0,101379.0,0.05542338441182409,0.05500916495525639,0.055840538634653936
super_class,optic | optic,7,700-800,750.0,1116166,47408,73726.0,73726.0,0.04247396892576911,0.04210140590690243,0.042849681343473604
super_class,optic | optic,8,800-900,850.0,1082486,36154,55575.0,55575.0,0.03339904626942058,0.033062216725856665,0.0337391876116822
super_class,optic | optic,9,900-1000,950.0,1058771,28102,43218.0,43218.0,0.026542094560580144,0.02623762505053032,0.026849999807517688
super_class,optic | optic,10,1000-1100,1050.0,1011473,21397,32335.0,32335.0,0.021154296753348827,0.02087567303245309,0.02143655779657946
super_class,optic | optic,11,1100-1200,1150.0,996729,17086,25646.0,25646.0,0.01714207171658495,0.01688909996203366,0.017398765525712706
super_class,optic | optic,12,1200-1300,1250.0,962394,13722,20751.0,20751.0,0.014258193629636096,0.014023264154000589,0.014497000972911562
super_class,optic | optic,13,1300-1400,1350.0,941947,10897,16361.0,16361.0,0.01156859143879645,0.011354623122338751,0.011786543738316241
super_class,optic | optic,14,1400-1500,1450.0,924497,9052,13531.0,13531.0,0.009791270279946826,0.00959257938675575,0.009994035124769644
super_class,optic | optic,15,1500-1600,1550.0,898051,7323,10914.0,10914.0,0.008154325311146026,0.007970414049089209,0.008342444499615262
super_class,optic | optic,16,1600-1700,1650.0,888254,6337,9758.0,9758.0,0.0071342206170757465,0.006961312203784488,0.007311392191556028
super_class,optic | optic,17,1700-1800,1750.0,867444,5361,8061.0,8061.0,0.006180226043410295,0.006017472009195349,0.0063473539614546885
super_class,optic | optic,18,1800-1900,1850.0,856127,4526,6823.0,6823.0,0.00528659883405149,0.005135191356308264,0.005442446032710195
super_class,optic | optic,19,1900-2000,1950.0,845731,3855,5963.0,5963.0,0.0045581869412378165,0.004416856614086237,0.004704018180910503
super_class,optic | sensory,0,0-100,50.0,49977,32367,261940.0,261940.0,0.6476379134401825,0.6434384700257779,0.6518146615261325
super_class,optic | sensory,1,100-200,150.0,16407,5860,24883.0,24883.0,0.3571646248552447,0.349866790221944,0.3645293319123406
super_class,optic | sensory,2,200-300,250.0,13054,3033,11841.0,11841.0,0.23234257698789643,0.22517705927200848,0.23966558363461093
super_class,optic | sensory,3,300-400,350.0,13891,2382,7850.0,7850.0,0.17147793535382622,0.1653007344967672,0.17783679360574817
super_class,optic | sensory,4,400-500,450.0,16019,2061,6086.0,6086.0,0.12865971658655348,0.12356354816965427,0.1339339484042369
super_class,optic | sensory,5,500-600,550.0,17214,1631,4754.0,4754.0,0.09474846055536192,0.0904633540969018,0.09921440435105601
super_class,optic | sensory,6,600-700,650.0,19859,1554,3925.0,3925.0,0.07825167430384208,0.07459737167125724,0.08206911455798399
super_class,optic | sensory,7,700-800,750.0,21665,1267,3063.0,3063.0,0.05848142164781906,0.055434352651914987,0.06168504149234788
super_class,optic | sensory,8,800-900,850.0,23158,1064,2637.0,2637.0,0.045945245703428624,0.04332315203439689,0.048717957511918306
super_class,optic | sensory,9,900-1000,950.0,25419,996,2137.0,2137.0,0.039183288091585035,0.03686676030341647,0.041639082253538295
super_class,optic | sensory,10,1000-1100,1050.0,26550,822,1774.0,1774.0,0.03096045197740113,0.028943832298974324,0.03311278552765307
super_class,optic | sensory,11,1100-1200,1150.0,28496,766,1572.0,1572.0,0.026880965749578888,0.025065895799987317,0.028823582659429803
super_class,optic | sensory,12,1200-1300,1250.0,29549,671,1264.0,1264.0,0.022708044265457375,0.021070482717878744,0.02446969301940128
super_class,optic | sensory,13,1300-1400,1350.0,30575,598,1040.0,1040.0,0.01955846279640229,0.018065532687702956,0.021172108021355166
super_class,optic | sensory,14,1400-1500,1450.0,31782,562,976.0,976.0,0.017682965200427916,0.016291171390563047,0.019191343566662432
super_class,optic | sensory,15,1500-1600,1550.0,32168,467,739.0,739.0,0.014517532952001989,0.013267178583058314,0.015883829048410316
super_class,optic | sensory,16,1600-1700,1650.0,33056,471,826.0,826.0,0.014248547918683446,0.01302620600658031,0.015583779831948323
super_class,optic | sensory,17,1700-1800,1750.0,33701,407,633.0,633.0,0.01207679297350227,0.010964949047239653,0.013299861620198703
super_class,optic | sensory,18,1800-1900,1850.0,33615,403,579.0,579.0,0.011988695522832068,0.010879717653078413,0.013209202769450366
super_class,optic | sensory,19,1900-2000,1950.0,33900,381,606.0,606.0,0.011238938053097345,0.010170831508973995,0.01241780635205235
super_class,optic | visual_centrifugal,0,0-100,50.0,219780,110073,612021.0,612021.0,0.5008326508326508,0.4987422449585467,0.5029230275989606
super_class,optic | visual_centrifugal,1,100-200,150.0,118642,39031,111648.0,111648.0,0.3289813051027461,0.3263133210864726,0.3316603638504969
super_class,optic | visual_centrifugal,2,200-300,250.0,82697,21564,55741.0,55741.0,0.2607591569222584,0.2577778892593318,0.26376265090368384
super_class,optic | visual_centrifugal,3,300-400,350.0,77406,16914,42501.0,42501.0,0.21851019300829394,0.21561303986578573,0.2214352850076759
super_class,optic | visual_centrifugal,4,400-500,450.0,77325,14550,35066.0,35066.0,0.18816682832201745,0.18542747514538216,0.1909371644614783
super_class,optic | visual_centrifugal,5,500-600,550.0,73586,11624,26878.0,26878.0,0.1579648302666268,0.15534755317357996,0.1606178177859901
super_class,optic | visual_centrifugal,6,600-700,650.0,75110,10269,23428.0,23428.0,0.13671947809878846,0.13428108865539445,0.13919502656436022
super_class,optic | visual_centrifugal,7,700-800,750.0,72973,8625,18992.0,18992.0,0.1181944006687405,0.11587208139070114,0.12055691747679713
super_class,optic | visual_centrifugal,8,800-900,850.0,71421,7297,16335.0,16335.0,0.10216882989596897,0.09996892266747812,0.10441153198935096
super_class,optic | visual_centrifugal,9,900-1000,950.0,70677,6234,13582.0,13582.0,0.0882040833651683,0.08613561316107803,0.09031731690703253
super_class,optic | visual_centrifugal,10,1000-1100,1050.0,67574,5347,11626.0,11626.0,0.07912806700802083,0.07711659680559073,0.08118738785437511
super_class,optic | visual_centrifugal,11,1100-1200,1150.0,67244,4655,9873.0,9873.0,0.0692255071084409,0.06733141176227152,0.07116881929941955
super_class,optic | visual_centrifugal,12,1200-1300,1250.0,65022,3991,8634.0,8634.0,0.06137922549291009,0.05956007323204467,0.06325020347493146
super_class,optic | visual_centrifugal,13,1300-1400,1350.0,63465,3537,7709.0,7709.0,0.05573150555424249,0.053973457628229776,0.057543334258515474
super_class,optic | visual_centrifugal,14,1400-1500,1450.0,62020,3153,6488.0,6488.0,0.05083843921315705,0.04913724263576025,0.052595275654432214
super_class,optic | visual_centrifugal,15,1500-1600,1550.0,60749,2779,5906.0,5906.0,0.045745608981217795,0.04411266418720545,0.047436001743838004
super_class,optic | visual_centrifugal,16,1600-1700,1650.0,59754,2560,5454.0,5454.0,0.04284232017940222,0.041247813907886385,0.04449560424127247
super_class,optic | visual_centrifugal,17,1700-1800,1750.0,58557,2285,4876.0,4876.0,0.039021807811192515,0.03748333473108043,0.04062076136852207
super_class,optic | visual_centrifugal,18,1800-1900,1850.0,57586,2097,4418.0,4418.0,0.03641510089257806,0.034915791825934274,0.0379762579413983
super_class,optic | visual_centrifugal,19,1900-2000,1950.0,56719,1905,4067.0,4067.0,0.03358662881926691,0.032135219957533975,0.03510121412125519
super_class,optic | visual_projection,0,0-100,50.0,2581190,1137974,4220009.0,4220009.0,0.44087184593152773,0.4402662338547477,0.4414776340095927
super_class,optic | visual_projection,1,100-200,150.0,951590,209738,412042.0,412042.0,0.22040794880147963,0.21957620604762806,0.22124194899075572
super_class,optic | visual_projection,2,200-300,250.0,579289,86725,150902.0,150902.0,0.1497093851255591,0.14879291740235331,0.15063049877679804
super_class,optic | visual_projection,3,300-400,350.0,497948,55975,92185.0,92185.0,0.11241133612345064,0.11153697029308336,0.11329168229362895
super_class,optic | visual_projection,4,400-500,450.0,467395,39777,62998.0,62998.0,0.08510360615753271,0.08430704173970408,0.0859069907291346
super_class,optic | visual_projection,5,500-600,550.0,430488,27655,42931.0,42931.0,0.06424104736949694,0.06351250275592925,0.0649773691877903
super_class,optic | visual_projection,6,600-700,650.0,422497,20567,31231.0,31231.0,0.048679635595045644,0.04803482392484458,0.04933265454978292
super_class,optic | visual_projection,7,700-800,750.0,402419,15049,22437.0,22437.0,0.037396345599984095,0.03681453523534036,0.03798698815810709
super_class,optic | visual_projection,8,800-900,850.0,386856,11408,17319.0,17319.0,0.029489008830159025,0.028960559548218478,0.03002680265929374
super_class,optic | visual_projection,9,900-1000,950.0,375063,8870,13176.0,13176.0,0.023649360240812878,0.023167903481805436,0.0241405749864762
super_class,optic | visual_projection,10,1000-1100,1050.0,356708,6840,10332.0,10332.0,0.01917534790360743,0.018730442350426334,0.0196306099169229
super_class,optic | visual_projection,11,1100-1200,1150.0,349515,5319,8018.0,8018.0,0.015218230977211278,0.014817667460363813,0.01562945107346003
super_class,optic | visual_projection,12,1200-1300,1250.0,336203,4190,6350.0,6350.0,0.01246270854216054,0.012093234027126065,0.012843324551222631
super_class,optic | visual_projection,13,1300-1400,1350.0,326403,3365,5093.0,5093.0,0.010309341519532602,0.009968526299888014,0.010661683431598205
super_class,optic | visual_projection,14,1400-1500,1450.0,319842,2903,4519.0,4519.0,0.009076356450997681,0.00875352879366625,0.009410976866112822
super_class,optic | visual_projection,15,1500-1600,1550.0,309122,2345,3612.0,3612.0,0.007586001643364109,0.007286186687091844,0.007898055353965651
super_class,optic | visual_projection,16,1600-1700,1650.0,305050,2021,3095.0,3095.0,0.006625143419111621,0.006343402548004733,0.006919310613644564
super_class,optic | visual_projection,17,1700-1800,1750.0,297584,1765,2714.0,2714.0,0.005931098446153019,0.005661520143529785,0.006213432747690756
super_class,optic | visual_projection,18,1800-1900,1850.0,292887,1559,2435.0,2435.0,0.005322871960858624,0.005065758130940449,0.005592962308886372
super_class,optic | visual_projection,19,1900-2000,1950.0,289462,1346,2156.0,2156.0,0.004650005872964327,0.004408652277976093,0.0049045073856959455
super_class,sensory | sensory,0,0-100,50.0,65079,20496,44375.0,44375.0,0.3149403033236528,0.3113825830726704,0.31851987035677554
super_class,sensory | sensory,1,100-200,150.0,16231,2154,2735.0,2735.0,0.13270901361592016,0.12757647279312603,0.13801537628287605
super_class,sensory | sensory,2,200-300,250.0,11295,1120,1371.0,1371.0,0.09915891987605135,0.09378253740411903,0.10480787384653521
super_class,sensory | sensory,3,300-400,350.0,10783,813,904.0,904.0,0.07539645738662709,0.07056271009951175,0.0805326392565036
super_class,sensory | sensory,4,400-500,450.0,11119,651,781.0,781.0,0.058548430614263874,0.05433503881173619,0.06306675894469324
super_class,sensory | sensory,5,500-600,550.0,11032,481,575.0,575.0,0.043600435097897024,0.03994605504973686,0.047572562470108645
super_class,sensory | sensory,6,600-700,650.0,11447,437,501.0,501.0,0.038175941294662355,0.0348176774904639,0.04184407634953333
super_class,sensory | sensory,7,700-800,750.0,11178,326,373.0,373.0,0.029164430130613705,0.026203114709020557,0.032449263267787846
super_class,sensory | sensory,8,800-900,850.0,11067,288,325.0,325.0,0.026023312550826783,0.023217566344680748,0.029158000116318934
super_class,sensory | sensory,9,900-1000,950.0,11105,225,258.0,258.0,0.020261143628995948,0.017801751733656244,0.02305233695908377
super_class,sensory | sensory,10,1000-1100,1050.0,11052,186,199.0,199.0,0.016829533116178068,0.014593764033019938,0.019401079019000636
super_class,sensory | sensory,11,1100-1200,1150.0,11175,152,180.0,180.0,0.013601789709172259,0.01161519789485304,0.015922682237557103
super_class,sensory | sensory,12,1200-1300,1250.0,11057,138,153.0,153.0,0.012480781405444515,0.010574210322295472,0.014725998298357766
super_class,sensory | sensory,13,1300-1400,1350.0,11052,120,142.0,142.0,0.010857763300760043,0.00908847509028584,0.012966978381478804
super_class,sensory | sensory,14,1400-1500,1450.0,11292,114,127.0,127.0,0.010095642933049946,0.008411167819484264,0.012113340951956013
super_class,sensory | sensory,15,1500-1600,1550.0,10840,100,112.0,112.0,0.00922509225092251,0.007591136987443784,0.011206776844126756
super_class,sensory | sensory,16,1600-1700,1650.0,11241,81,89.0,89.0,0.007205764611689352,0.0058017558507029825,0.008946482132480348
super_class,sensory | sensory,17,1700-1800,1750.0,11451,62,68.0,68.0,0.005414374290454982,0.004226176999841792,0.006934309060480508
super_class,sensory | sensory,18,1800-1900,1850.0,11570,64,71.0,71.0,0.005531547104580812,0.00433448937558125,0.007056853668201205
super_class,sensory | sensory,19,1900-2000,1950.0,11914,65,73.0,73.0,0.005455766325331543,0.004283100318955357,0.006947255352158781
super_class,sensory | visual_centrifugal,0,0-100,50.0,602,262,643.0,643.0,0.43521594684385384,0.39614523775167326,0.47510823840447053
super_class,sensory | visual_centrifugal,4,400-500,450.0,471,51,73.0,73.0,0.10828025477707007,0.08332100599263353,0.13957774592800695
super_class,sensory | visual_centrifugal,6,600-700,650.0,583,48,106.0,106.0,0.0823327615780446,0.06265999067977958,0.10747382396458101
super_class,sensory | visual_centrifugal,8,800-900,850.0,657,28,43.0,43.0,0.0426179604261796,0.029648071719495628,0.06090554960216449
super_class,sensory | visual_centrifugal,9,900-1000,950.0,668,30,44.0,44.0,0.04491017964071856,0.03163675586831077,0.06338802378213064
super_class,sensory | visual_centrifugal,10,1000-1100,1050.0,698,17,23.0,23.0,0.024355300859598854,0.015260820153096214,0.038656758970170346
super_class,sensory | visual_centrifugal,11,1100-1200,1150.0,705,11,19.0,19.0,0.015602836879432624,0.008734227505732018,0.027721872136275444
super_class,sensory | visual_centrifugal,12,1200-1300,1250.0,819,27,60.0,60.0,0.03296703296703297,0.02275418874916047,0.047540750155241056
super_class,sensory | visual_centrifugal,13,1300-1400,1350.0,817,15,19.0,19.0,0.01835985312117503,0.011157278196290827,0.030070651772170807
super_class,sensory | visual_centrifugal,14,1400-1500,1450.0,837,23,49.0,49.0,0.027479091995221028,0.01837933010028013,0.04089651923923875
super_class,sensory | visual_centrifugal,15,1500-1600,1550.0,880,22,65.0,65.0,0.025,0.016566581270846627,0.037562574903743935
super_class,sensory | visual_centrifugal,16,1600-1700,1650.0,915,18,26.0,26.0,0.019672131147540985,0.01247912109645928,0.030881562616598558
super_class,sensory | visual_centrifugal,17,1700-1800,1750.0,879,14,33.0,33.0,0.015927189988623434,0.009510752622226771,0.026556419563587754
super_class,sensory | visual_centrifugal,18,1800-1900,1850.0,938,12,26.0,26.0,0.01279317697228145,0.007333086586762442,0.022227722789251527
super_class,sensory | visual_centrifugal,19,1900-2000,1950.0,990,7,20.0,20.0,0.007070707070707071,0.0034291572125764256,0.01452299934838862
super_class,sensory | visual_projection,0,0-100,50.0,2398,1451,4843.0,4843.0,0.6050875729774813,0.585368920257811,0.6244700632954758
super_class,sensory | visual_projection,1,100-200,150.0,920,436,1281.0,1281.0,0.47391304347826085,0.4418228547334532,0.5062201864112624
super_class,sensory | visual_projection,4,400-500,450.0,709,192,483.0,483.0,0.27080394922425954,0.23939384609819853,0.3046843895154357
super_class,sensory | visual_projection,5,500-600,550.0,701,162,382.0,382.0,0.23109843081312412,0.20140920519161343,0.26371884627413433
super_class,sensory | visual_projection,6,600-700,650.0,772,147,351.0,351.0,0.19041450777202074,0.1642768413178891,0.2196180155704242
super_class,sensory | visual_projection,7,700-800,750.0,803,115,274.0,274.0,0.1432129514321295,0.12068137590071298,0.1691420541257011
super_class,sensory | visual_projection,8,800-900,850.0,874,111,221.0,221.0,0.12700228832951946,0.10654694709454597,0.15072224588970085
super_class,sensory | visual_projection,9,900-1000,950.0,941,109,230.0,230.0,0.11583421891604676,0.0969303068973344,0.13786206464938833
super_class,sensory | visual_projection,10,1000-1100,1050.0,972,81,144.0,144.0,0.08333333333333333,0.06755492874986013,0.10239232498476236
super_class,sensory | visual_projection,11,1100-1200,1150.0,1095,72,126.0,126.0,0.06575342465753424,0.05253839282066926,0.08200474788314098
super_class,sensory | visual_projection,12,1200-1300,1250.0,1124,60,97.0,97.0,0.05338078291814947,0.04169478722396853,0.06810928455348676
super_class,sensory | visual_projection,13,1300-1400,1350.0,1153,53,89.0,89.0,0.04596704249783174,0.035313267453388184,0.05963629176025004
super_class,sensory | visual_projection,14,1400-1500,1450.0,1266,49,88.0,88.0,0.038704581358609796,0.02939932778155762,0.0508009113663802
super_class,sensory | visual_projection,15,1500-1600,1550.0,1356,36,70.0,70.0,0.02654867256637168,0.019237564791265052,0.03653481340337173
super_class,sensory | visual_projection,16,1600-1700,1650.0,1423,42,85.0,85.0,0.029515108924806747,0.02190911993446846,0.039654546277674514
super_class,sensory | visual_projection,17,1700-1800,1750.0,1419,47,81.0,81.0,0.03312191684284708,0.024998730086099027,0.04376619778781189
super_class,sensory | visual_projection,18,1800-1900,1850.0,1466,16,26.0,26.0,0.010914051841746248,0.006729019244455256,0.017655649144301733
super_class,sensory | visual_projection,19,1900-2000,1950.0,1551,27,37.0,37.0,0.017408123791102514,0.011991106422058855,0.025209853469932715
super_class,visual_centrifugal | visual_centrifugal,0,0-100,50.0,9570,3354,28872.0,28872.0,0.3504702194357367,0.3409726691855679,0.36008777033538686
super_class,visual_centrifugal | visual_centrifugal,1,100-200,150.0,3081,666,1932.0,1932.0,0.21616358325219084,0.20198683007015528,0.23104726801773362
super_class,visual_centrifugal | visual_centrifugal,2,200-300,250.0,1937,362,940.0,940.0,0.1868869385647909,0.17015255834195694,0.20486083790841195
super_class,visual_centrifugal | visual_centrifugal,3,300-400,350.0,1592,253,693.0,693.0,0.15891959798994976,0.14178410552679177,0.177697226455029
super_class,visual_centrifugal | visual_centrifugal,4,400-500,450.0,1472,203,481.0,481.0,0.13790760869565216,0.12123322431675224,0.15646703836726475
super_class,visual_centrifugal | visual_centrifugal,5,500-600,550.0,1313,150,319.0,319.0,0.11424219345011424,0.09814928276538833,0.13258583374368915
super_class,visual_centrifugal | visual_centrifugal,6,600-700,650.0,1303,147,300.0,300.0,0.1128165771297007,0.0967641161803775,0.13114537185550995
super_class,visual_centrifugal | visual_centrifugal,7,700-800,750.0,1209,110,197.0,197.0,0.09098428453267163,0.07604266908446491,0.1085169634347363
super_class,visual_centrifugal | visual_centrifugal,8,800-900,850.0,1116,94,163.0,163.0,0.08422939068100359,0.06932644476195862,0.10198492641767964
super_class,visual_centrifugal | visual_centrifugal,9,900-1000,950.0,1107,87,139.0,139.0,0.07859078590785908,0.06415623214902577,0.09594004080294147
super_class,visual_centrifugal | visual_centrifugal,10,1000-1100,1050.0,1027,83,164.0,164.0,0.08081791626095423,0.06566837416381564,0.09909175969186114
super_class,visual_centrifugal | visual_centrifugal,11,1100-1200,1150.0,999,54,106.0,106.0,0.05405405405405406,0.04166301316264088,0.06986167827417228
super_class,visual_centrifugal | visual_centrifugal,12,1200-1300,1250.0,933,47,74.0,74.0,0.05037513397642015,0.038092251841033035,0.06634546740627623
super_class,visual_centrifugal | visual_centrifugal,14,1400-1500,1450.0,839,41,59.0,59.0,0.04886769964243146,0.03622431963513895,0.06562352460985324
super_class,visual_centrifugal | visual_centrifugal,15,1500-1600,1550.0,813,34,61.0,61.0,0.041820418204182044,0.030079224635105643,0.05787124213837897
super_class,visual_centrifugal | visual_centrifugal,16,1600-1700,1650.0,789,23,41.0,41.0,0.029150823827629912,0.019501890475633683,0.04336262117461273
super_class,visual_centrifugal | visual_centrifugal,17,1700-1800,1750.0,693,29,45.0,45.0,0.04184704184704185,0.029292236791460584,0.05945332604520128
super_class,visual_centrifugal | visual_centrifugal,18,1800-1900,1850.0,693,23,34.0,34.0,0.03318903318903319,0.022215650766849032,0.049309355776962355
super_class,visual_centrifugal | visual_centrifugal,19,1900-2000,1950.0,687,19,20.0,20.0,0.027656477438136828,0.017775605645429363,0.04279052123517539
super_class,visual_centrifugal | visual_projection,0,0-100,50.0,94270,45846,327407.0,327407.0,0.4863265089636151,0.48313649801058506,0.4895176342890368
super_class,visual_centrifugal | visual_projection,1,100-200,150.0,41425,12379,35216.0,35216.0,0.2988292094146047,0.2944399608448353,0.3032557661822027
super_class,visual_centrifugal | visual_projection,2,200-300,250.0,26053,6116,14968.0,14968.0,0.2347522358269681,0.22964482216936122,0.23993786125148742
super_class,visual_centrifugal | visual_projection,3,300-400,350.0,22926,4577,10827.0,10827.0,0.19964232748844107,0.1945184337770853,0.20486686332849965
super_class,visual_centrifugal | visual_projection,4,400-500,450.0,21528,3729,8202.0,8202.0,0.17321627647714605,0.16821942219132327,0.17832973689221746
super_class,visual_centrifugal | visual_projection,5,500-600,550.0,19461,2892,6102.0,6102.0,0.14860490211191613,0.143676733146451,0.15367177443143745
super_class,visual_centrifugal | visual_projection,6,600-700,650.0,18964,2344,4856.0,4856.0,0.12360261548196583,0.1189942860830765,0.1283634101136273
super_class,visual_centrifugal | visual_projection,7,700-800,750.0,17910,1984,3907.0,3907.0,0.11077610273590173,0.1062627045329232,0.11545643805456064
super_class,visual_centrifugal | visual_projection,8,800-900,850.0,17169,1618,3219.0,3219.0,0.09423961791601142,0.08995967643041723,0.09870109826629923
super_class,visual_centrifugal | visual_projection,9,900-1000,950.0,16063,1273,2453.0,2453.0,0.07925045134781797,0.07517286126010074,0.08352924482153264
super_class,visual_centrifugal | visual_projection,10,1000-1100,1050.0,14974,1082,1993.0,1993.0,0.07225858154133832,0.06822026381848814,0.07651631825352415
super_class,visual_centrifugal | visual_projection,11,1100-1200,1150.0,14565,936,1681.0,1681.0,0.06426364572605561,0.060394870107205796,0.06836221652348418
super_class,visual_centrifugal | visual_projection,12,1200-1300,1250.0,13946,760,1420.0,1420.0,0.05449591280653951,0.05084969252119019,0.05838750483881425
super_class,visual_centrifugal | visual_projection,13,1300-1400,1350.0,13178,653,1210.0,1210.0,0.0495522841098801,0.045976440297085516,0.053390676965194436
super_class,visual_centrifugal | visual_projection,14,1400-1500,1450.0,12920,549,947.0,947.0,0.0424922600619195,0.039147942217556866,0.04610856541404394
super_class,visual_centrifugal | visual_projection,15,1500-1600,1550.0,12098,477,812.0,812.0,0.039428004628864276,0.03610377711150211,0.0430446394402399
super_class,visual_centrifugal | visual_projection,16,1600-1700,1650.0,11793,412,753.0,753.0,0.034935978970575765,0.0317704605751523,0.0384043902934056
super_class,visual_centrifugal | visual_projection,17,1700-1800,1750.0,11377,370,595.0,595.0,0.03252175441680584,0.02941679277472317,0.035942310369283345
super_class,visual_centrifugal | visual_projection,18,1800-1900,1850.0,10916,302,551.0,551.0,0.02766581165262001,0.02475120347169681,0.03091275414468474
super_class,visual_centrifugal | visual_projection,19,1900-2000,1950.0,10771,287,537.0,537.0,0.0266456225048742,0.023768831518992114,0.029859947580646803
super_class,visual_projection | visual_projection,0,0-100,50.0,706016,230759,693897.0,693897.0,0.32684670035806557,0.3257534926307665,0.3279417924112057
super_class,visual_projection | visual_projection,1,100-200,150.0,198881,25661,43669.0,43669.0,0.12902690553647658,0.1275607314924135,0.130507410790784
super_class,visual_projection | visual_projection,2,200-300,250.0,108087,9489,14988.0,14988.0,0.08779039107385717,0.08611791018415102,0.08949217221528141
super_class,visual_projection | visual_projection,3,300-400,350.0,87428,5948,9481.0,9481.0,0.06803312439950587,0.0663828988551903,0.06972130966007445
super_class,visual_projection | visual_projection,4,400-500,450.0,78788,4189,6443.0,6443.0,0.05316799512616134,0.05162296125304218,0.05475660076496246
super_class,visual_projection | visual_projection,5,500-600,550.0,70619,3076,4534.0,4534.0,0.04355768277658987,0.042076929755109266,0.04508809306946086
super_class,visual_projection | visual_projection,6,600-700,650.0,67951,2420,3574.0,3574.0,0.03561389825020971,0.034246486509168644,0.037033815025667105
super_class,visual_projection | visual_projection,7,700-800,750.0,63973,1880,2773.0,2773.0,0.02938739780845044,0.028106627093164187,0.03072468601748491
super_class,visual_projection | visual_projection,8,800-900,850.0,61186,1407,2020.0,2020.0,0.022995456476971855,0.02183738364693887,0.0242134235837829
super_class,visual_projection | visual_projection,9,900-1000,950.0,58961,1114,1611.0,1611.0,0.018893845084038602,0.0178257932121873,0.020024585749909323
super_class,visual_projection | visual_projection,10,1000-1100,1050.0,55753,917,1349.0,1349.0,0.01644754542356465,0.015424597872941441,0.017537125697857082
super_class,visual_projection | visual_projection,11,1100-1200,1150.0,55091,831,1249.0,1249.0,0.015084133524532138,0.014099588709063894,0.01613630183209341
super_class,visual_projection | visual_projection,12,1200-1300,1250.0,52620,655,972.0,972.0,0.012447738502470544,0.011535356459778465,0.013431304279030082
super_class,visual_projection | visual_projection,13,1300-1400,1350.0,51466,589,823.0,823.0,0.011444448762289667,0.010561270444685711,0.01240055658374641
super_class,visual_projection | visual_projection,14,1400-1500,1450.0,50884,467,706.0,706.0,0.009177737599245343,0.00838541998522535,0.010044161040667483
super_class,visual_projection | visual_projection,15,1500-1600,1550.0,49275,393,562.0,562.0,0.007975646879756468,0.0072277051030784165,0.008800301529285277
super_class,visual_projection | visual_projection,16,1600-1700,1650.0,48541,334,498.0,498.0,0.006880781195278219,0.006183402625399708,0.007656205824368105
super_class,visual_projection | visual_projection,17,1700-1800,1750.0,47983,324,463.0,463.0,0.006752391471979659,0.006058070868048069,0.007525686225896618
super_class,visual_projection | visual_projection,18,1800-1900,1850.0,46966,293,419.0,419.0,0.006238555550824,0.005565714045305144,0.0069921652216328135
super_class,visual_projection | visual_projection,19,1900-2000,1950.0,46360,221,328.0,328.0,0.004767040552200173,0.004179753825366008,0.005436394979697636
super_class,ascending | visual_centrifugal,3,300-400,350.0,817,251,1120.0,1120.0,0.3072215422276622,0.2765499644073812,0.33969755521150746
super_class,ascending | visual_centrifugal,4,400-500,450.0,887,234,1037.0,1037.0,0.2638105975197294,0.2358713256347571,0.2937869211287528
super_class,descending | sensory_ascending,1,100-200,150.0,479,169,526.0,526.0,0.35281837160751567,0.31135045656996435,0.3966283091370502
super_class,descending | sensory_ascending,18,1800-1900,1850.0,724,30,70.0,70.0,0.04143646408839779,0.029176867541634077,0.05853672288793192
super_class,sensory | visual_centrifugal,1,100-200,150.0,411,143,258.0,258.0,0.34793187347931875,0.30348226811250123,0.39519790282503264
super_class,sensory | visual_centrifugal,2,200-300,250.0,364,81,170.0,170.0,0.22252747252747251,0.18281967517301792,0.26803090833901544
super_class,sensory | visual_centrifugal,3,300-400,350.0,441,61,97.0,97.0,0.1383219954648526,0.10921097991749971,0.17367982885578048
