partition,pair_key,distance_bin,distance_bin_nm,distance_mid_nm,near_pair_count,connected_near_pair_count,syn_count_sum,connected_syn_count_sum,fraction_connected,fraction_ci_low,fraction_ci_high
pre_neuropil,LO_R | PLP_R,4,400-500,450.0,23862,1976,3005.0,3005.0,0.08280948788869331,0.07937946464951204,0.0863738184863318
pre_neuropil,LO_R | PLP_R,5,500-600,550.0,21687,1294,1940.0,1940.0,0.05966708166182506,0.05659181373822163,0.06289832167450483
pre_neuropil,LO_R | PLP_R,6,600-700,650.0,20999,1018,1530.0,1530.0,0.04847849897614172,0.04565521468550583,0.05146695758284092
pre_neuropil,LO_R | PLP_R,7,700-800,750.0,19736,729,1032.0,1032.0,0.0369375760032428,0.03439500017438919,0.03966038636934073
pre_neuropil,LO_R | PLP_R,8,800-900,850.0,19020,529,783.0,783.0,0.027812828601472134,0.025569527374890464,0.03024683308092831
pre_neuropil,LO_R | PLP_R,9,900-1000,950.0,18102,448,645.0,645.0,0.02474864655839134,0.0225842573355728,0.027114708328635818
pre_neuropil,LO_R | PLP_R,10,1000-1100,1050.0,17113,342,510.0,510.0,0.01998480687196868,0.01799319638438412,0.02219188075040691
pre_neuropil,LO_R | PLP_R,11,1100-1200,1150.0,16700,280,384.0,384.0,0.016766467065868262,0.01492729430406786,0.018827910845866026
pre_neuropil,LO_R | PLP_R,12,1200-1300,1250.0,16159,205,323.0,323.0,0.012686428615632156,0.011072952028643456,0.014531555535175024
pre_neuropil,LO_R | PLP_R,13,1300-1400,1350.0,15585,160,218.0,218.0,0.010266281681103625,0.008799977413966969,0.011973958732770192
pre_neuropil,LO_R | PLP_R,14,1400-1500,1450.0,15439,148,206.0,206.0,0.00958611309022605,0.008166458283371113,0.011249761073563819
pre_neuropil,LO_R | PLP_R,15,1500-1600,1550.0,14628,118,147.0,147.0,0.00806672135630298,0.006740708632840646,0.009651048915983555
pre_neuropil,LO_R | PLP_R,16,1600-1700,1650.0,14595,88,123.0,123.0,0.006029462144570058,0.004896931250439363,0.007421963969301909
pre_neuropil,LO_R | PLP_R,17,1700-1800,1750.0,14171,86,115.0,115.0,0.006068731917295886,0.004917037580405034,0.007488152189052426
pre_neuropil,LO_R | PLP_R,18,1800-1900,1850.0,13937,73,103.0,103.0,0.005237856066585348,0.004168211940317578,0.00658017788429674
pre_neuropil,LO_R | PLP_R,19,1900-2000,1950.0,13632,61,73.0,73.0,0.004474765258215963,0.0034854244024427623,0.005743312898231075
pre_neuropil,LO_R | PVLP_R,0,0-100,50.0,217450,101215,415318.0,415318.0,0.4654633249022764,0.46336739077664296,0.4675604792969111
pre_neuropil,LO_R | PVLP_R,1,100-200,150.0,62152,13294,27644.0,27644.0,0.21389496717724288,0.21068889389074405,0.2171364064427325
pre_neuropil,LO_R | PVLP_R,2,200-300,250.0,35121,5058,9120.0,9120.0,0.14401640044417868,0.1403832555125974,0.14772741314875248
pre_neuropil,LO_R | PVLP_R,3,300-400,350.0,29070,3027,5237.0,5237.0,0.10412796697626418,0.10066904080128938,0.10769150829106033
pre_neuropil,LO_R | PVLP_R,4,400-500,450.0,26223,2026,3239.0,3239.0,0.07726042024177249,0.07409027034715623,0.08055441244987566
pre_neuropil,LO_R | PVLP_R,5,500-600,550.0,23703,1332,2106.0,2106.0,0.05619541830148082,0.05333481257890933,0.05919985758145485
pre_neuropil,LO_R | PVLP_R,6,600-700,650.0,22718,978,1517.0,1517.0,0.04304956422220266,0.040486544693790864,0.045767097704631644
pre_neuropil,LO_R | PVLP_R,7,700-800,750.0,21274,705,1061.0,1061.0,0.033139042963241515,0.030816693996810026,0.03562997040546656
pre_neuropil,LO_R | PVLP_R,8,800-900,850.0,20419,515,770.0,770.0,0.025221607326509625,0.02315857156643302,0.027463257670101833
pre_neuropil,LO_R | PVLP_R,9,900-1000,950.0,19639,372,593.0,593.0,0.01894190131880442,0.017127267223558826,0.020944698901749645
pre_neuropil,LO_R | PVLP_R,10,1000-1100,1050.0,18287,280,458.0,458.0,0.015311423415541094,0.013630818776407651,0.017195624988760587
pre_neuropil,LO_R | PVLP_R,11,1100-1200,1150.0,17960,200,285.0,285.0,0.011135857461024499,0.009702275286493697,0.012778528596791489
pre_neuropil,LO_R | PVLP_R,12,1200-1300,1250.0,16996,162,247.0,247.0,0.00953165450694281,0.008177667848683722,0.011107311841950572
pre_neuropil,LO_R | PVLP_R,13,1300-1400,1350.0,16339,124,175.0,175.0,0.007589203745639268,0.006369361239341276,0.009040541528118697
pre_neuropil,LO_R | PVLP_R,14,1400-1500,1450.0,16077,109,160.0,160.0,0.006779871866641787,0.005623898950802493,0.008171498424419462
pre_neuropil,LO_R | PVLP_R,15,1500-1600,1550.0,15440,97,160.0,160.0,0.006282383419689119,0.0051530017955179344,0.0076573860033312844
pre_neuropil,LO_R | PVLP_R,16,1600-1700,1650.0,15144,83,135.0,135.0,0.005480718436344427,0.004423736287937737,0.00678852777481824
pre_neuropil,LO_R | PVLP_R,17,1700-1800,1750.0,14746,64,110.0,110.0,0.0043401600434016,0.0034005381897644024,0.0055379713600601874
pre_neuropil,LO_R | PVLP_R,18,1800-1900,1850.0,14566,61,96.0,96.0,0.004187834683509543,0.0032618413166023395,0.005375287586707082
pre_neuropil,LO_R | PVLP_R,19,1900-2000,1950.0,14242,51,81.0,81.0,0.0035809577306558068,0.002724814277067716,0.0047048345265522816
pre_neuropil,LO_R | SPS_R,0,0-100,50.0,69984,31153,140081.0,140081.0,0.4451446044810242,0.44146560193761436,0.4488296289986116
pre_neuropil,LO_R | SPS_R,1,100-200,150.0,23040,4952,10245.0,10245.0,0.21493055555555557,0.2096741319214243,0.22028202608306402
pre_neuropil,LO_R | SPS_R,2,200-300,250.0,13304,1984,3855.0,3855.0,0.14912808177991582,0.14317631001491432,0.15528242727573688
pre_neuropil,LO_R | SPS_R,3,300-400,350.0,11245,1321,2398.0,2398.0,0.1174744330813695,0.11165335449312158,0.12355678483358029
pre_neuropil,LO_R | SPS_R,4,400-500,450.0,10163,898,1604.0,1604.0,0.0883597362983371,0.08299609734402436,0.09403445656959225
pre_neuropil,LO_R | SPS_R,5,500-600,550.0,9087,636,1085.0,1085.0,0.0699900957411687,0.06492401683902733,0.07541960107199201
pre_neuropil,LO_R | SPS_R,6,600-700,650.0,8924,493,781.0,781.0,0.055244285073957865,0.05069280306527829,0.06017851884527173
pre_neuropil,LO_R | SPS_R,7,700-800,750.0,8322,333,499.0,499.0,0.04001441961067051,0.03601130857247491,0.04444201160599209
pre_neuropil,LO_R | SPS_R,8,800-900,850.0,7696,270,472.0,472.0,0.035083160083160085,0.031198881503077563,0.03943135068247805
pre_neuropil,LO_R | SPS_R,9,900-1000,950.0,7336,194,278.0,278.0,0.02644492911668484,0.023013595774039112,0.030371970475782956
pre_neuropil,LO_R | SPS_R,10,1000-1100,1050.0,6982,180,275.0,275.0,0.025780578630764824,0.02231582828561085,0.02976688713124028
pre_neuropil,LO_R | SPS_R,11,1100-1200,1150.0,6770,125,193.0,193.0,0.01846381093057607,0.01551937296214081,0.021954429200578794
pre_neuropil,LO_R | SPS_R,12,1200-1300,1250.0,6335,104,155.0,155.0,0.016416732438831887,0.013567865695222123,0.019851742076645848
pre_neuropil,LO_R | SPS_R,13,1300-1400,1350.0,6207,76,139.0,139.0,0.012244240373771548,0.009794254340728129,0.015297610826143941
pre_neuropil,LO_R | SPS_R,14,1400-1500,1450.0,5990,73,100.0,100.0,0.012186978297161937,0.009704367147361458,0.015294892092322154
pre_neuropil,LO_R | SPS_R,15,1500-1600,1550.0,5733,64,103.0,103.0,0.011163439734868306,0.008752324842947704,0.01422924048386906
pre_neuropil,LO_R | SPS_R,16,1600-1700,1650.0,5540,45,84.0,84.0,0.008122743682310469,0.006076310016078343,0.01085086914430748
pre_neuropil,LO_R | SPS_R,17,1700-1800,1750.0,5502,32,49.0,49.0,0.0058160668847691745,0.004122899074156753,0.008198850247509165
pre_neuropil,LO_R | SPS_R,18,1800-1900,1850.0,5320,24,52.0,52.0,0.004511278195488722,0.0030334910108317384,0.006704139049386433
pre_neuropil,LO_R | SPS_R,19,1900-2000,1950.0,5133,34,59.0,59.0,0.006623806740697448,0.004744010922249358,0.009241547830428552
pre_neuropil,MB_CA_R | MB_ML_R,0,0-100,50.0,5219,4330,95893.0,95893.0,0.829660854569841,0.8192199547309365,0.8396167980436451
pre_neuropil,MB_CA_R | MB_ML_R,1,100-200,150.0,1304,733,4192.0,4192.0,0.5621165644171779,0.5350447160283888,0.5888234955348465
pre_neuropil,MB_CA_R | MB_ML_R,2,200-300,250.0,866,347,1694.0,1694.0,0.4006928406466513,0.36856231448048776,0.4337005342956572
pre_neuropil,MB_CA_R | MB_ML_R,3,300-400,350.0,803,270,1186.0,1186.0,0.33623910336239105,0.30441142270575816,0.3696262074808857
pre_neuropil,MB_CA_R | MB_ML_R,4,400-500,450.0,755,189,666.0,666.0,0.2503311258278146,0.220746317438992,0.2824438081418934
pre_neuropil,MB_CA_R | MB_ML_R,5,500-600,550.0,769,159,557.0,557.0,0.2067620286085826,0.17962970766869676,0.23680957303254915
pre_neuropil,MB_CA_R | MB_ML_R,6,600-700,650.0,807,133,378.0,378.0,0.16480793060718713,0.1408096457883213,0.1919823569900265
pre_neuropil,MB_CA_R | MB_ML_R,7,700-800,750.0,805,99,279.0,279.0,0.12298136645962733,0.10206796863046919,0.14747607064743146
pre_neuropil,MB_CA_R | MB_ML_R,8,800-900,850.0,743,66,164.0,164.0,0.08882907133243607,0.07043054225466894,0.11145755824749912
pre_neuropil,MB_CA_R | MB_ML_R,9,900-1000,950.0,728,57,185.0,185.0,0.0782967032967033,0.0609216154411923,0.10009902071832634
pre_neuropil,MB_CA_R | MB_ML_R,10,1000-1100,1050.0,719,41,132.0,132.0,0.05702364394993046,0.042309843917589934,0.0764459111468668
pre_neuropil,MB_CA_R | MB_ML_R,12,1200-1300,1250.0,669,22,51.0,51.0,0.03288490284005979,0.021815259138287777,0.049288548949678254
pre_neuropil,MB_CA_R | MB_ML_R,13,1300-1400,1350.0,642,15,24.0,24.0,0.02336448598130841,0.01420929861863543,0.0381899274454645
pre_neuropil,MB_CA_R | MB_ML_R,14,1400-1500,1450.0,656,15,45.0,45.0,0.022865853658536585,0.013905005609078647,0.03738245489659423
pre_neuropil,MB_CA_R | MB_ML_R,15,1500-1600,1550.0,606,13,43.0,43.0,0.02145214521452145,0.012578751338636795,0.03635461102955849
pre_neuropil,MB_CA_R | MB_ML_R,16,1600-1700,1650.0,636,7,9.0,9.0,0.0110062893081761,0.005341394386115814,0.022543007003228047
pre_neuropil,MB_CA_R | MB_ML_R,17,1700-1800,1750.0,560,8,9.0,9.0,0.014285714285714285,0.007256091199586732,0.027933933800342325
pre_neuropil,MB_CA_R | MB_ML_R,18,1800-1900,1850.0,590,8,18.0,18.0,0.013559322033898305,0.006886300388620073,0.0265259765552653
pre_neuropil,MB_CA_R | MB_ML_R,19,1900-2000,1950.0,609,10,18.0,18.0,0.016420361247947456,0.008943121808302706,0.029960242454175556
pre_neuropil,MB_CA_R | MB_VL_R,0,0-100,50.0,835,639,16455.0,16455.0,0.7652694610778443,0.7353469931349772,0.7927622470362303
pre_neuropil,MB_CA_R | MB_VL_R,1,100-200,150.0,227,101,758.0,758.0,0.44493392070484583,0.38173474575556454,0.5099658835937382
pre_neuropil,MB_CA_R | MB_VL_R,2,200-300,250.0,150,57,316.0,316.0,0.38,0.30623600246985916,0.4597570709251133
pre_neuropil,MB_CA_R | MB_VL_R,8,800-900,850.0,150,9,11.0,11.0,0.06,0.031883682005327776,0.11009092044290468
pre_neuropil,MB_CA_R | MB_VL_R,9,900-1000,950.0,143,9,43.0,43.0,0.06293706293706294,0.03346110825773375,0.11528148239777533
pre_neuropil,MB_CA_R | MB_VL_R,11,1100-1200,1150.0,96,7,48.0,48.0,0.07291666666666667,0.0357671262379895,0.14293193307195748
pre_neuropil,MB_CA_R | MB_VL_R,12,1200-1300,1250.0,129,7,19.0,19.0,0.05426356589147287,0.026530617490702076,0.10777670792543265
pre_neuropil,MB_CA_R | MB_VL_R,13,1300-1400,1350.0,108,0,0.0,0.0,0.0,0.0,0.03434857870416732
pre_neuropil,MB_CA_R | MB_VL_R,17,1700-1800,1750.0,109,0,0.0,0.0,0.0,0.0,0.03404418228738337
pre_neuropil,MB_ML_L | MB_ML_L,0,0-100,50.0,246457,93039,338277.0,338277.0,0.377506015248096,0.37559405718408395,0.3794217919543618
pre_neuropil,MB_ML_L | MB_ML_L,1,100-200,150.0,86117,15680,20424.0,20424.0,0.18207787080367407,0.1795145856138583,0.18466951915457447
pre_neuropil,MB_ML_L | MB_ML_L,2,200-300,250.0,64425,8490,10319.0,10319.0,0.13178114086146683,0.12919110017995308,0.1344150919884934
pre_neuropil,MB_ML_L | MB_ML_L,3,300-400,350.0,61686,6335,7402.0,7402.0,0.10269753266543462,0.10032663223258015,0.10511791538318158
pre_neuropil,MB_ML_L | MB_ML_L,4,400-500,450.0,62962,4963,5631.0,5631.0,0.07882532321082558,0.07674607904047374,0.08095595983769795
pre_neuropil,MB_ML_L | MB_ML_L,5,500-600,550.0,61746,3826,4264.0,4264.0,0.06196352800181388,0.06008899753617522,0.06389256098494006
pre_neuropil,MB_ML_L | MB_ML_L,6,600-700,650.0,63309,3053,3361.0,3361.0,0.04822379124611035,0.046582163036478386,0.04992024383069342
pre_neuropil,MB_ML_L | MB_ML_L,7,700-800,750.0,61670,2382,2606.0,2606.0,0.03862493919247608,0.037132557949886534,0.040174797588672935
pre_neuropil,MB_ML_L | MB_ML_L,8,800-900,850.0,60426,1865,2047.0,2047.0,0.030864197530864196,0.02951474340595519,0.0322732987457224
pre_neuropil,MB_ML_L | MB_ML_L,9,900-1000,950.0,59361,1511,1612.0,1612.0,0.025454422937618976,0.024217766773705105,0.02675249640644629
pre_neuropil,MB_ML_L | MB_ML_L,10,1000-1100,1050.0,56832,1161,1235.0,1235.0,0.020428631756756757,0.019297587161047104,0.02162450591481227
pre_neuropil,MB_ML_L | MB_ML_L,11,1100-1200,1150.0,56727,1004,1077.0,1077.0,0.017698803039117174,0.01664594375456864,0.01881698158303114
pre_neuropil,MB_ML_L | MB_ML_L,12,1200-1300,1250.0,54385,793,841.0,841.0,0.014581226441114278,0.013607513873405171,0.01562351133747191
pre_neuropil,MB_ML_L | MB_ML_L,13,1300-1400,1350.0,52839,592,621.0,621.0,0.011203845644315752,0.010341248533771675,0.012137512335893592
pre_neuropil,MB_ML_L | MB_ML_L,14,1400-1500,1450.0,51556,546,574.0,574.0,0.010590425944603925,0.009742560236438396,0.011511221117304163
pre_neuropil,MB_ML_L | MB_ML_L,15,1500-1600,1550.0,49586,389,418.0,418.0,0.007844956237647723,0.007105640953799207,0.008660523542277747
pre_neuropil,MB_ML_L | MB_ML_L,16,1600-1700,1650.0,48914,396,419.0,419.0,0.008095841681318232,0.007339408779587143,0.00892953469726487
pre_neuropil,MB_ML_L | MB_ML_L,17,1700-1800,1750.0,46996,284,300.0,300.0,0.006043067495105967,0.005381598466792162,0.00678528509138562
pre_neuropil,MB_ML_L | MB_ML_L,18,1800-1900,1850.0,45982,249,261.0,261.0,0.005415162454873646,0.004784442746328211,0.0061285161675301795
pre_neuropil,MB_ML_L | MB_ML_L,19,1900-2000,1950.0,44732,206,220.0,220.0,0.004605204327997854,0.0040188962723504765,0.00527659443772035
pre_neuropil,MB_ML_L | MB_VL_R,0,0-100,50.0,6026,4031,8749.0,8749.0,0.6689346166611351,0.6569482681262241,0.6807057093845615
pre_neuropil,MB_ML_L | MB_VL_R,1,100-200,150.0,1481,561,858.0,858.0,0.3787981093855503,0.35443587744894667,0.4037874912928773
pre_neuropil,MB_ML_L | MB_VL_R,2,200-300,250.0,1057,280,361.0,361.0,0.26490066225165565,0.2391834370347931,0.2923206065472082
pre_neuropil,MB_ML_L | MB_VL_R,3,300-400,350.0,914,180,227.0,227.0,0.19693654266958424,0.17244550353718122,0.2239645088222498
pre_neuropil,MB_ML_L | MB_VL_R,4,400-500,450.0,904,137,169.0,169.0,0.1515486725663717,0.1296505977366989,0.1763957433871271
pre_neuropil,MB_ML_L | MB_VL_R,5,500-600,550.0,805,101,123.0,123.0,0.12546583850931678,0.10434709025021846,0.15014229308515895
pre_neuropil,MB_ML_L | MB_VL_R,6,600-700,650.0,695,81,94.0,94.0,0.11654676258992806,0.0947706700652809,0.14253861432763448
pre_neuropil,MB_ML_L | MB_VL_R,7,700-800,750.0,643,53,59.0,59.0,0.08242612752721618,0.06356764089070606,0.10624456661109961
pre_neuropil,MB_ML_L | MB_VL_R,8,800-900,850.0,614,47,51.0,51.0,0.07654723127035831,0.05805073374890426,0.10030959679536469
pre_neuropil,MB_ML_L | MB_VL_R,10,1000-1100,1050.0,457,20,21.0,21.0,0.0437636761487965,0.028506061896008874,0.06662771074951616
pre_neuropil,MB_ML_L | MB_VL_R,11,1100-1200,1150.0,434,27,31.0,31.0,0.06221198156682028,0.04310445209446457,0.08900177079527455
pre_neuropil,MB_ML_L | MB_VL_R,12,1200-1300,1250.0,429,13,13.0,13.0,0.030303030303030304,0.01779310352672877,0.05115036216603274
pre_neuropil,MB_ML_L | MB_VL_R,13,1300-1400,1350.0,394,5,5.0,5.0,0.012690355329949238,0.005432332792014867,0.029359403416566635
pre_neuropil,MB_ML_L | MB_VL_R,14,1400-1500,1450.0,365,6,6.0,6.0,0.01643835616438356,0.007554960953297241,0.03539464126076971
pre_neuropil,MB_ML_L | MB_VL_R,15,1500-1600,1550.0,369,7,7.0,7.0,0.018970189701897018,0.009218763892755522,0.03863426538294762
pre_neuropil,MB_ML_L | MB_VL_R,16,1600-1700,1650.0,327,3,3.0,3.0,0.009174311926605505,0.0031248470238078967,0.02662231899159041
pre_neuropil,MB_ML_L | MB_VL_R,17,1700-1800,1750.0,321,3,3.0,3.0,0.009345794392523364,0.003183347264280977,0.027113264992277293
pre_neuropil,MB_ML_L | MB_VL_R,18,1800-1900,1850.0,310,3,3.0,3.0,0.00967741935483871,0.0032964887798659585,0.02806200544142274
pre_neuropil,MB_ML_L | MB_VL_R,19,1900-2000,1950.0,303,4,4.0,4.0,0.013201320132013201,0.005145306328908321,0.03344659255312071
pre_neuropil,MB_ML_L | ME_L,0,0-100,50.0,182,40,73.0,73.0,0.21978021978021978,0.16575456426715088,0.28539092737734645
pre_neuropil,MB_ML_L | ME_L,2,200-300,250.0,82,12,13.0,13.0,0.14634146341463414,0.08574077865956606,0.2385961395712218
pre_neuropil,MB_ML_L | ME_L,5,500-600,550.0,95,8,11.0,11.0,0.08421052631578947,0.04328759724614253,0.1574537909952457
pre_neuropil,MB_ML_L | ME_L,6,600-700,650.0,107,5,5.0,5.0,0.04672897196261682,0.020122360456377365,0.10475494192828685
pre_neuropil,MB_ML_L | ME_L,7,700-800,750.0,105,5,19.0,19.0,0.047619047619047616,0.020508863227294692,0.10666310043365843
pre_neuropil,MB_ML_L | ME_L,10,1000-1100,1050.0,135,5,6.0,6.0,0.037037037037037035,0.015921678957910863,0.08377178467258606
pre_neuropil,MB_ML_L | ME_L,11,1100-1200,1150.0,131,1,2.0,2.0,0.007633587786259542,0.0013487543306202367,0.04197318785932708
pre_neuropil,MB_ML_L | ME_L,14,1400-1500,1450.0,132,0,0.0,0.0,0.0,0.0,0.028279996702041194
pre_neuropil,MB_ML_L | ME_L,17,1700-1800,1750.0,132,1,2.0,2.0,0.007575757575757576,0.0013385269033438958,0.041664500151696676
pre_neuropil,MB_ML_L | ME_L,19,1900-2000,1950.0,161,1,1.0,1.0,0.006211180124223602,0.0010972402944831212,0.034340416219406575
pre_neuropil,MB_ML_L | PLP_L,0,0-100,50.0,1309,296,2019.0,2019.0,0.2261268143621085,0.20428526369473468,0.24957116498637974
pre_neuropil,MB_ML_L | PLP_L,1,100-200,150.0,705,91,434.0,434.0,0.12907801418439716,0.10632356002132273,0.15585292623456284
pre_neuropil,MB_ML_L | PLP_L,2,200-300,250.0,506,61,293.0,293.0,0.12055335968379446,0.09500425898295517,0.1518206372201008
pre_neuropil,MB_ML_L | PLP_L,3,300-400,350.0,551,51,211.0,211.0,0.0925589836660617,0.07110041612847215,0.11965961340067635
pre_neuropil,MB_ML_L | PLP_L,4,400-500,450.0,563,27,90.0,90.0,0.047957371225577264,0.03316555322592868,0.06887635760065851
pre_neuropil,MB_ML_L | PLP_L,5,500-600,550.0,622,40,104.0,104.0,0.06430868167202572,0.04757915388741084,0.08638701263140157
pre_neuropil,MB_ML_L | PLP_L,6,600-700,650.0,629,34,142.0,142.0,0.05405405405405406,0.03893639097569382,0.07458585534945295
pre_neuropil,MB_ML_L | PLP_L,7,700-800,750.0,637,31,211.0,211.0,0.04866562009419152,0.034493560898149235,0.0682488328540666
pre_neuropil,MB_ML_L | PLP_L,8,800-900,850.0,677,27,77.0,77.0,0.03988183161004431,0.027551665345795943,0.0574043655430334
pre_neuropil,MB_ML_L | PLP_L,9,900-1000,950.0,723,22,65.0,65.0,0.030428769017980636,0.020179074919377257,0.04564214389913836
pre_neuropil,MB_ML_L | PLP_L,10,1000-1100,1050.0,724,18,164.0,164.0,0.024861878453038673,0.015783084796384433,0.0389562980583466
pre_neuropil,MB_ML_L | PLP_L,12,1200-1300,1250.0,763,13,78.0,78.0,0.01703800786369594,0.00998362385927733,0.028931322852012203
pre_neuropil,MB_ML_L | PLP_L,13,1300-1400,1350.0,805,12,35.0,35.0,0.014906832298136646,0.008547477289082457,0.02587409548857883
pre_neuropil,MB_ML_L | PLP_L,14,1400-1500,1450.0,789,5,19.0,19.0,0.0063371356147021544,0.0027097537944520524,0.01474846232337022
pre_neuropil,MB_ML_L | PLP_L,15,1500-1600,1550.0,937,11,42.0,42.0,0.011739594450373533,0.00656759372657461,0.020898878844366132
pre_neuropil,MB_ML_L | PLP_L,16,1600-1700,1650.0,921,6,32.0,32.0,0.006514657980456026,0.0029890050657922712,0.014139982211596635
pre_neuropil,MB_ML_L | PLP_L,17,1700-1800,1750.0,911,7,40.0,40.0,0.007683863885839737,0.003726912703267863,0.015775479842064573
pre_neuropil,MB_ML_L | PLP_L,18,1800-1900,1850.0,947,10,23.0,23.0,0.010559662090813094,0.005745710735665554,0.019328497208118144
pre_neuropil,MB_ML_L | PLP_L,19,1900-2000,1950.0,1059,5,12.0,12.0,0.004721435316336166,0.002018320692637037,0.011004880506864373
pre_neuropil,MB_ML_R | MB_ML_R,0,0-100,50.0,137853,48230,119065.0,119065.0,0.34986543637062667,0.34735197415731567,0.3523872660604146
pre_neuropil,MB_ML_R | MB_ML_R,1,100-200,150.0,50771,9316,12081.0,12081.0,0.18349057532843552,0.18014762202726775,0.1868814225301061
pre_neuropil,MB_ML_R | MB_ML_R,2,200-300,250.0,38459,5456,6725.0,6725.0,0.14186536311396553,0.1384139547722636,0.14538831115288325
pre_neuropil,MB_ML_R | MB_ML_R,3,300-400,350.0,37489,4388,5291.0,5291.0,0.11704766731574595,0.1138325613483314,0.12034124957988589
pre_neuropil,MB_ML_R | MB_ML_R,4,400-500,450.0,39403,3538,4111.0,4111.0,0.08979011750374337,0.087007185046725,0.09265302908218404
pre_neuropil,MB_ML_R | MB_ML_R,5,500-600,550.0,39225,2776,3177.0,3177.0,0.07077119184193754,0.0682751618414249,0.07335128883612965
pre_neuropil,MB_ML_R | MB_ML_R,6,600-700,650.0,40992,2399,2661.0,2661.0,0.0585236143637783,0.05629235546983308,0.060837612170592206
pre_neuropil,MB_ML_R | MB_ML_R,7,700-800,750.0,40800,1991,2214.0,2214.0,0.048799019607843136,0.04675058184044341,0.05093241671330061
pre_neuropil,MB_ML_R | MB_ML_R,8,800-900,850.0,40861,1572,1732.0,1732.0,0.038471892513643816,0.03664996777635269,0.040380591421997424
pre_neuropil,MB_ML_R | MB_ML_R,9,900-1000,950.0,40918,1321,1424.0,1424.0,0.03228408035583362,0.030614861804816772,0.03404111399075935
pre_neuropil,MB_ML_R | MB_ML_R,10,1000-1100,1050.0,39442,1078,1168.0,1168.0,0.027331271233710257,0.025767601994215558,0.028987006156926023
pre_neuropil,MB_ML_R | MB_ML_R,11,1100-1200,1150.0,38697,847,903.0,903.0,0.021888001653874976,0.020476904502141693,0.02339401741600078
pre_neuropil,MB_ML_R | MB_ML_R,12,1200-1300,1250.0,37970,762,805.0,805.0,0.02006847511193047,0.018705705454004948,0.021528348716590213
pre_neuropil,MB_ML_R | MB_ML_R,13,1300-1400,1350.0,37212,619,661.0,661.0,0.016634419004622165,0.015383925029810392,0.0179847036672765
pre_neuropil,MB_ML_R | MB_ML_R,14,1400-1500,1450.0,36301,516,548.0,548.0,0.014214484449464201,0.013047130679926543,0.015484645092922446
pre_neuropil,MB_ML_R | MB_ML_R,15,1500-1600,1550.0,35454,443,463.0,463.0,0.01249506402662605,0.01139046034147618,0.013705302960709704
pre_neuropil,MB_ML_R | MB_ML_R,16,1600-1700,1650.0,34626,355,375.0,375.0,0.010252411482700861,0.009244373438106026,0.011369108085875304
pre_neuropil,MB_ML_R | MB_ML_R,17,1700-1800,1750.0,33111,313,329.0,329.0,0.00945305185587871,0.008466165662834401,0.010553753188294877
pre_neuropil,MB_ML_R | MB_ML_R,18,1800-1900,1850.0,32902,283,296.0,296.0,0.008601300832776123,0.0076592620208796106,0.009658076551612639
pre_neuropil,MB_ML_R | MB_ML_R,19,1900-2000,1950.0,31717,229,240.0,240.0,0.0072201027839959644,0.006346159838508442,0.008213403423520522
pre_neuropil,MB_ML_R | MB_PED_L,0,0-100,50.0,2599,2062,4758.0,4758.0,0.7933820700269334,0.7773884860425855,0.8085096339198432
pre_neuropil,MB_ML_R | MB_PED_L,2,200-300,250.0,149,62,90.0,90.0,0.4161073825503356,0.34004194796846454,0.4963900181978148
pre_neuropil,MB_ML_R | MB_PED_L,8,800-900,850.0,73,2,2.0,2.0,0.0273972602739726,0.007545600452515573,0.09450328973196781
pre_neuropil,MB_ML_R | MB_PED_L,19,1900-2000,1950.0,42,0,0.0,0.0,0.0,0.0,0.08380161250916197
pre_neuropil,MB_ML_R | MB_VL_L,11,1100-1200,1150.0,61,1,1.0,1.0,0.01639344262295082,0.002899656114363977,0.08719065627768062
pre_neuropil,MB_ML_R | MB_VL_L,16,1600-1700,1650.0,42,0,0.0,0.0,0.0,0.0,0.08380161250916197
pre_neuropil,MB_ML_R | MB_VL_R,0,0-100,50.0,48934,18103,41039.0,41039.0,0.36994727592267135,0.3656799530132003,0.37423501700051603
pre_neuropil,MB_ML_R | MB_VL_R,1,100-200,150.0,17703,3168,4282.0,4282.0,0.17895271987798678,0.1733759708215424,0.18466877500145065
pre_neuropil,MB_ML_R | MB_VL_R,2,200-300,250.0,13188,1695,2131.0,2131.0,0.12852593266606005,0.12292190367261589,0.13434631580024378
pre_neuropil,MB_ML_R | MB_VL_R,3,300-400,350.0,12554,1246,1489.0,1489.0,0.09925123466624183,0.0941427932066573,0.10460486419332135
pre_neuropil,MB_ML_R | MB_VL_R,4,400-500,450.0,12564,963,1113.0,1113.0,0.07664756446991404,0.07212403850425697,0.08142990189550109
pre_neuropil,MB_ML_R | MB_VL_R,5,500-600,550.0,11927,695,797.0,797.0,0.058271149492747545,0.05420748334603063,0.06261927931922845
pre_neuropil,MB_ML_R | MB_VL_R,6,600-700,650.0,12368,507,568.0,568.0,0.04099288486416559,0.0376386576305648,0.04463216614073211
pre_neuropil,MB_ML_R | MB_VL_R,7,700-800,750.0,12015,366,405.0,405.0,0.03046192259675406,0.027535881197768924,0.033688122286893024
pre_neuropil,MB_ML_R | MB_VL_R,8,800-900,850.0,11947,280,306.0,306.0,0.02343684607014313,0.020873297120418653,0.026306777628459288
pre_neuropil,MB_ML_R | MB_VL_R,9,900-1000,950.0,11667,202,222.0,222.0,0.01731379103454187,0.015100834750866314,0.019844511435650344
