partition,pair_key,distance_bin,distance_bin_nm,distance_mid_nm,near_pair_count,connected_near_pair_count,syn_count_sum,connected_syn_count_sum,fraction_connected,fraction_ci_low,fraction_ci_high
pre_neuropil,GNG | MB_ML_R,16,1600-1700,1650.0,170,0,0.0,0.0,0.0,0.0,0.022098277972591136
pre_neuropil,GNG | MB_ML_R,19,1900-2000,1950.0,219,0,0.0,0.0,0.0,0.0,0.017239151038226253
pre_neuropil,GNG | None,3,300-400,350.0,4,2,6.0,6.0,0.5,0.15003570882017148,0.8499642911798285
pre_neuropil,GNG | None,5,500-600,550.0,10,0,0.0,0.0,0.0,0.0,0.2775401687666165
pre_neuropil,GNG | None,6,600-700,650.0,15,0,0.0,0.0,0.0,0.0,0.20388926630434784
pre_neuropil,GNG | None,10,1000-1100,1050.0,6,0,0.0,0.0,0.0,0.0,0.3903430336530645
pre_neuropil,IB_L | MB_ML_L,5,500-600,550.0,62,0,0.0,0.0,0.0,0.0,0.05834609122500061
pre_neuropil,IB_L | MB_ML_L,11,1100-1200,1150.0,108,0,0.0,0.0,0.0,0.0,0.03434857870416732
pre_neuropil,IB_L | MB_ML_L,19,1900-2000,1950.0,183,0,0.0,0.0,0.0,0.0,0.020560731657189836
pre_neuropil,IB_L | PVLP_L,0,0-100,50.0,467,77,250.0,250.0,0.16488222698072805,0.13398701437886112,0.20124589622207134
pre_neuropil,IB_L | PVLP_L,1,100-200,150.0,291,27,61.0,61.0,0.09278350515463918,0.06454982763324685,0.13162873061633532
pre_neuropil,IB_L | PVLP_L,9,900-1000,950.0,188,4,12.0,12.0,0.02127659574468085,0.008304282568452677,0.053421641318754265
pre_neuropil,IB_L | PVLP_L,11,1100-1200,1150.0,202,2,3.0,3.0,0.009900990099009901,0.002719364275706272,0.035375947847790634
pre_neuropil,IB_L | PVLP_L,14,1400-1500,1450.0,179,4,6.0,6.0,0.0223463687150838,0.008723433291780467,0.056040821669891286
pre_neuropil,IB_L | PVLP_L,16,1600-1700,1650.0,178,2,2.0,2.0,0.011235955056179775,0.0030866670600996488,0.04003657866585085
pre_neuropil,IB_L | PVLP_L,18,1800-1900,1850.0,181,1,2.0,2.0,0.0055248618784530384,0.0009759153318539288,0.03062736012129081
pre_neuropil,IB_R | MB_ML_R,0,0-100,50.0,95,13,38.0,38.0,0.1368421052631579,0.08174716099796558,0.2201662034153989
pre_neuropil,IB_R | MB_ML_R,8,800-900,850.0,86,0,0.0,0.0,0.0,0.0,0.042759701519118086
pre_neuropil,IB_R | MB_ML_R,11,1100-1200,1150.0,122,1,1.0,1.0,0.00819672131147541,0.0014483536709422769,0.04497190799133792
pre_neuropil,IB_R | MB_ML_R,13,1300-1400,1350.0,139,0,0.0,0.0,0.0,0.0,0.026894126080917603
pre_neuropil,IB_R | MB_ML_R,14,1400-1500,1450.0,132,0,0.0,0.0,0.0,0.0,0.028279996702041194
pre_neuropil,IB_R | MB_ML_R,18,1800-1900,1850.0,189,0,0.0,0.0,0.0,0.0,0.019921012893483563
pre_neuropil,ICL_L | MB_ML_L,0,0-100,50.0,375,35,64.0,64.0,0.09333333333333334,0.06787487674017484,0.12703930375109118
pre_neuropil,ICL_L | MB_ML_L,2,200-300,250.0,195,5,9.0,9.0,0.02564102564102564,0.01100077763382563,0.05861041036707558
pre_neuropil,ICL_L | MB_ML_L,4,400-500,450.0,249,7,7.0,7.0,0.028112449799196786,0.013682878703249371,0.05688145881083059
pre_neuropil,ICL_L | MB_ML_L,6,600-700,650.0,281,5,8.0,8.0,0.017793594306049824,0.007623593431679298,0.040970432160088194
pre_neuropil,ICL_L | MB_ML_L,7,700-800,750.0,326,2,2.0,2.0,0.006134969325153374,0.0016840100332528342,0.022089825650299516
pre_neuropil,ICL_L | MB_ML_L,9,900-1000,950.0,405,1,2.0,2.0,0.0024691358024691358,0.00043598493285569237,0.013852189264681935
pre_neuropil,ICL_L | MB_ML_L,11,1100-1200,1150.0,554,1,1.0,1.0,0.0018050541516245488,0.0003186992763450471,0.010153090565072298
pre_neuropil,ICL_L | MB_ML_L,12,1200-1300,1250.0,674,1,2.0,2.0,0.001483679525222552,0.00026194715778780995,0.008355995441191068
pre_neuropil,ICL_L | MB_ML_L,13,1300-1400,1350.0,728,1,1.0,1.0,0.0013736263736263737,0.0002425137121486523,0.007739541421093295
pre_neuropil,ICL_L | MB_ML_L,14,1400-1500,1450.0,830,1,1.0,1.0,0.0012048192771084338,0.00021270638372953817,0.006792940731981648
pre_neuropil,ICL_L | MB_ML_L,15,1500-1600,1550.0,890,0,0.0,0.0,0.0,0.0,0.004297853221420888
pre_neuropil,ICL_L | MB_ML_L,16,1600-1700,1650.0,1097,1,3.0,3.0,0.0009115770282588879,0.00016092971712723236,0.005145555793594746
pre_neuropil,ICL_L | MB_ML_L,17,1700-1800,1750.0,1231,0,0.0,0.0,0.0,0.0,0.0031110063023467947
pre_neuropil,ICL_L | MB_ML_L,18,1800-1900,1850.0,1243,0,0.0,0.0,0.0,0.0,0.0030810649885278127
pre_neuropil,ICL_L | MB_ML_L,19,1900-2000,1950.0,1354,0,0.0,0.0,0.0,0.0,0.002829195982800939
pre_neuropil,ICL_R | MB_ML_R,0,0-100,50.0,161,15,38.0,38.0,0.09316770186335403,0.05727423101475549,0.14802346083002155
pre_neuropil,ICL_R | MB_ML_R,1,100-200,150.0,103,6,6.0,6.0,0.05825242718446602,0.026968129757982066,0.12130370443394317
pre_neuropil,ICL_R | MB_ML_R,5,500-600,550.0,121,1,1.0,1.0,0.008264462809917356,0.001460335796523226,0.04533175914618817
pre_neuropil,ICL_R | MB_ML_R,6,600-700,650.0,152,1,1.0,1.0,0.006578947368421052,0.0011622614078393885,0.036321953333282364
pre_neuropil,ICL_R | MB_ML_R,8,800-900,850.0,226,1,1.0,1.0,0.004424778761061947,0.0007814894820824467,0.024634275114056806
pre_neuropil,ICL_R | MB_ML_R,9,900-1000,950.0,284,0,0.0,0.0,0.0,0.0,0.013346229315012146
pre_neuropil,ICL_R | MB_ML_R,12,1200-1300,1250.0,453,0,0.0,0.0,0.0,0.0,0.008409041558386975
pre_neuropil,ICL_R | MB_ML_R,13,1300-1400,1350.0,552,0,0.0,0.0,0.0,0.0,0.006911321498786704
pre_neuropil,ICL_R | MB_ML_R,14,1400-1500,1450.0,621,0,0.0,0.0,0.0,0.0,0.006148118179071304
pre_neuropil,ICL_R | MB_ML_R,15,1500-1600,1550.0,730,1,1.0,1.0,0.0013698630136986301,0.0002418491785087908,0.007718451791073745
pre_neuropil,ICL_R | MB_ML_R,16,1600-1700,1650.0,800,0,0.0,0.0,0.0,0.0,0.004779050997111869
pre_neuropil,ICL_R | MB_ML_R,17,1700-1800,1750.0,931,1,1.0,1.0,0.0010741138560687433,0.00018962776183718008,0.0060591313862366734
pre_neuropil,ICL_R | MB_ML_R,18,1800-1900,1850.0,978,0,0.0,0.0,0.0,0.0,0.003912647416854206
pre_neuropil,ICL_R | MB_ML_R,19,1900-2000,1950.0,1155,0,0.0,0.0,0.0,0.0,0.0033150346000695866
pre_neuropil,LAL_L | LAL_L,0,0-100,50.0,16884,9646,122699.0,122699.0,0.5713101160862355,0.5638297920951103,0.5787579972171721
pre_neuropil,LAL_L | LAL_L,1,100-200,150.0,4800,1642,5993.0,5993.0,0.34208333333333335,0.328793330183335,0.3556259062877427
pre_neuropil,LAL_L | LAL_L,2,200-300,250.0,2800,759,2173.0,2173.0,0.2710714285714286,0.2549283943486452,0.28784178211210787
pre_neuropil,LAL_L | LAL_L,3,300-400,350.0,2456,584,1438.0,1438.0,0.23778501628664495,0.22136537768858078,0.25502367110220314
pre_neuropil,LAL_L | LAL_L,4,400-500,450.0,2195,392,868.0,868.0,0.1785876993166287,0.1631303472401558,0.19516813137694883
pre_neuropil,LAL_L | LAL_L,5,500-600,550.0,2018,323,719.0,719.0,0.16005946481665015,0.1447097216807357,0.17670101593590054
pre_neuropil,LAL_L | LAL_L,6,600-700,650.0,1900,271,482.0,482.0,0.14263157894736841,0.12762772880727313,0.1590776357566696
pre_neuropil,LAL_L | LAL_L,7,700-800,750.0,1826,176,291.0,291.0,0.0963855421686747,0.08368418930758492,0.11078160489012051
pre_neuropil,LAL_L | LAL_L,8,800-900,850.0,1811,148,256.0,256.0,0.08172280508006627,0.06997352194478881,0.09524288041230947
pre_neuropil,LAL_L | LAL_L,9,900-1000,950.0,1737,146,279.0,279.0,0.08405296488198043,0.0719042631124128,0.09803744783934756
pre_neuropil,LAL_L | LAL_L,10,1000-1100,1050.0,1583,113,197.0,197.0,0.07138344914718889,0.0597107174875417,0.08513146461809509
pre_neuropil,LAL_L | LAL_L,11,1100-1200,1150.0,1538,84,140.0,140.0,0.054616384915474644,0.04432961667837433,0.067122558434815
pre_neuropil,LAL_L | LAL_L,12,1200-1300,1250.0,1502,79,123.0,123.0,0.0525965379494008,0.042405403137257186,0.06507044292782697
pre_neuropil,LAL_L | LAL_L,13,1300-1400,1350.0,1418,47,79.0,79.0,0.03314527503526093,0.025016423104191624,0.04379686805285428
pre_neuropil,LAL_L | LAL_L,14,1400-1500,1450.0,1385,49,82.0,82.0,0.03537906137184116,0.02686373648515976,0.04646471220186113
pre_neuropil,LAL_L | LAL_L,15,1500-1600,1550.0,1309,39,55.0,55.0,0.029793735676088617,0.021870326276031523,0.040468953649284684
pre_neuropil,LAL_L | LAL_L,16,1600-1700,1650.0,1334,37,54.0,54.0,0.027736131934032984,0.020188636090864145,0.037995830590393194
pre_neuropil,LAL_L | LAL_L,17,1700-1800,1750.0,1275,27,42.0,42.0,0.021176470588235293,0.014593915375000816,0.03063576748799019
pre_neuropil,LAL_L | LAL_L,18,1800-1900,1850.0,1234,27,42.0,42.0,0.02188006482982172,0.015080171855709236,0.03164761625546751
pre_neuropil,LAL_L | LAL_L,19,1900-2000,1950.0,1219,17,22.0,22.0,0.01394585726004922,0.008725072380914023,0.022220554591540955
pre_neuropil,LAL_L | LAL_R,0,0-100,50.0,19636,10142,137548.0,137548.0,0.5165003055612141,0.5095079898703092,0.5234861662536383
pre_neuropil,LAL_L | LAL_R,1,100-200,150.0,5210,1486,5813.0,5813.0,0.2852207293666027,0.27312181996684026,0.29763614091942836
pre_neuropil,LAL_L | LAL_R,2,200-300,250.0,2902,627,1980.0,1980.0,0.2160578911095796,0.20146458098698988,0.23140195929517832
pre_neuropil,LAL_L | LAL_R,3,300-400,350.0,2517,454,1207.0,1207.0,0.18037346046881209,0.1658427556910496,0.19587834570619808
pre_neuropil,LAL_L | LAL_R,4,400-500,450.0,2319,311,746.0,746.0,0.13410952996981457,0.12084322391000854,0.14858608198842202
pre_neuropil,LAL_L | LAL_R,5,500-600,550.0,2046,261,591.0,591.0,0.12756598240469208,0.1138050259951224,0.14272289304018257
pre_neuropil,LAL_L | LAL_R,6,600-700,650.0,2038,176,369.0,369.0,0.08635917566241413,0.0749286660394506,0.09934616507379539
pre_neuropil,LAL_L | LAL_R,7,700-800,750.0,1852,162,359.0,359.0,0.08747300215982722,0.07544438863536272,0.1012094809621288
pre_neuropil,LAL_L | LAL_R,8,800-900,850.0,1758,108,188.0,188.0,0.06143344709897611,0.05113638040142103,0.07364305493487708
pre_neuropil,LAL_L | LAL_R,9,900-1000,950.0,1690,99,183.0,183.0,0.058579881656804736,0.048352590344609446,0.07080943755693694
pre_neuropil,LAL_L | LAL_R,10,1000-1100,1050.0,1578,65,105.0,105.0,0.041191381495564006,0.03244881459055419,0.05216243852100894
pre_neuropil,LAL_L | LAL_R,11,1100-1200,1150.0,1531,70,120.0,120.0,0.045721750489875895,0.036346935042860365,0.05737061861218781
pre_neuropil,LAL_L | LAL_R,12,1200-1300,1250.0,1435,58,82.0,82.0,0.04041811846689895,0.03139541845229081,0.05189491732893764
pre_neuropil,LAL_L | LAL_R,13,1300-1400,1350.0,1372,37,61.0,61.0,0.02696793002915452,0.01962770618180676,0.03694973703549384
pre_neuropil,LAL_L | LAL_R,14,1400-1500,1450.0,1297,30,54.0,54.0,0.02313030069390902,0.016249374257178848,0.03282777702703592
pre_neuropil,LAL_L | LAL_R,15,1500-1600,1550.0,1249,25,42.0,42.0,0.020016012810248198,0.013593937993399146,0.029381646469952005
pre_neuropil,LAL_L | LAL_R,16,1600-1700,1650.0,1250,29,35.0,35.0,0.0232,0.016201143940877353,0.03312055666309048
pre_neuropil,LAL_L | LAL_R,17,1700-1800,1750.0,1154,18,24.0,24.0,0.01559792027729636,0.009888822925755056,0.024521410736604285
pre_neuropil,LAL_L | LAL_R,18,1800-1900,1850.0,1221,17,41.0,41.0,0.013923013923013924,0.008710751718611149,0.02218434524739654
pre_neuropil,LAL_L | LAL_R,19,1900-2000,1950.0,1100,14,18.0,18.0,0.012727272727272728,0.007596253420326431,0.02124991436316714
pre_neuropil,LAL_L | SLP_L,2,200-300,250.0,311,16,33.0,33.0,0.05144694533762058,0.03191206571636504,0.08192803673515345
pre_neuropil,LAL_L | SLP_L,3,300-400,350.0,307,18,37.0,37.0,0.05863192182410423,0.03740551869433297,0.09076780173639443
pre_neuropil,LAL_L | SLP_L,6,600-700,650.0,292,6,13.0,13.0,0.02054794520547945,0.009450384944988129,0.044097189162236816
pre_neuropil,LAL_L | SLP_L,7,700-800,750.0,305,9,15.0,15.0,0.029508196721311476,0.01560036886817662,0.05512067389290219
pre_neuropil,LAL_L | SLP_L,8,800-900,850.0,275,8,11.0,11.0,0.02909090909090909,0.014812867137562379,0.05634437769247733
pre_neuropil,LAL_L | SLP_L,10,1000-1100,1050.0,290,8,11.0,11.0,0.027586206896551724,0.014043116369253497,0.05348169972213723
pre_neuropil,LAL_L | SLP_L,11,1100-1200,1150.0,313,6,8.0,8.0,0.019169329073482427,0.008814239602037598,0.04118424544538042
pre_neuropil,LAL_L | SLP_L,12,1200-1300,1250.0,296,1,1.0,1.0,0.0033783783783783786,0.0005966005300711164,0.018885686117278686
pre_neuropil,LAL_L | SLP_L,13,1300-1400,1350.0,316,5,6.0,6.0,0.015822784810126583,0.006776894722392592,0.036499527106412674
pre_neuropil,LAL_L | SLP_L,14,1400-1500,1450.0,290,2,2.0,2.0,0.006896551724137931,0.0018932854847483315,0.024793201384367546
pre_neuropil,LAL_L | SLP_L,15,1500-1600,1550.0,293,2,2.0,2.0,0.006825938566552901,0.001873879570930402,0.024542902982458342
pre_neuropil,LAL_L | SLP_L,16,1600-1700,1650.0,302,1,1.0,1.0,0.0033112582781456954,0.0005847426840939248,0.018515340496219022
pre_neuropil,LAL_L | SLP_R,0,0-100,50.0,608,103,284.0,284.0,0.16940789473684212,0.14168789188585618,0.20127930746770206
pre_neuropil,LAL_L | SLP_R,1,100-200,150.0,307,33,42.0,42.0,0.10749185667752444,0.07756930024694075,0.14711619873389067
pre_neuropil,LAL_L | SLP_R,2,200-300,250.0,209,17,41.0,41.0,0.08133971291866028,0.05140224754975594,0.12639006372773867
pre_neuropil,LAL_L | SLP_R,3,300-400,350.0,208,8,21.0,21.0,0.038461538461538464,0.0196154338990466,0.0740470006747104
pre_neuropil,LAL_L | SLP_R,5,500-600,550.0,207,9,14.0,14.0,0.043478260869565216,0.02303978361624987,0.08055267631575597
pre_neuropil,LAL_L | SLP_R,6,600-700,650.0,175,6,10.0,10.0,0.03428571428571429,0.015806185310079338,0.07277275829140936
pre_neuropil,LAL_L | SLP_R,7,700-800,750.0,178,4,5.0,5.0,0.02247191011235955,0.008772632252331075,0.056347780238540104
pre_neuropil,LAL_L | SLP_R,8,800-900,850.0,190,4,7.0,7.0,0.021052631578947368,0.008216550300428112,0.052872503855129815
pre_neuropil,LAL_L | SLP_R,11,1100-1200,1150.0,217,5,9.0,9.0,0.02304147465437788,0.009881021947313297,0.05279557521554008
pre_neuropil,LAL_L | SLP_R,12,1200-1300,1250.0,198,2,2.0,2.0,0.010101010101010102,0.0027743880346107024,0.03607587870921218
pre_neuropil,LAL_L | SLP_R,13,1300-1400,1350.0,214,5,6.0,6.0,0.02336448598130841,0.010020103596442693,0.05351964271463838
pre_neuropil,LAL_L | SLP_R,15,1500-1600,1550.0,176,3,6.0,6.0,0.017045454545454544,0.005813537343171981,0.048910175079315346
pre_neuropil,LAL_L | SLP_R,16,1600-1700,1650.0,191,1,1.0,1.0,0.005235602094240838,0.0009247871697700711,0.02905648992916568
pre_neuropil,LAL_L | SLP_R,19,1900-2000,1950.0,202,2,2.0,2.0,0.009900990099009901,0.002719364275706272,0.035375947847790634
pre_neuropil,LAL_R | LAL_R,0,0-100,50.0,16861,9813,141179.0,141179.0,0.5819939505367416,0.5745310940610029,0.5894194526194949
pre_neuropil,LAL_R | LAL_R,1,100-200,150.0,4619,1585,5942.0,5942.0,0.3431478675037887,0.32959160768957013,0.3569648168264677
pre_neuropil,LAL_R | LAL_R,2,200-300,250.0,2674,703,2167.0,2167.0,0.2629020194465221,0.24656532552095795,0.2799189893093144
pre_neuropil,LAL_R | LAL_R,3,300-400,350.0,2279,508,1272.0,1272.0,0.22290478279947346,0.2062915136188429,0.2404506519348249
pre_neuropil,LAL_R | LAL_R,4,400-500,450.0,2111,367,842.0,842.0,0.17385125532922785,0.15828051119623973,0.1906068948392761
pre_neuropil,LAL_R | LAL_R,5,500-600,550.0,1953,320,702.0,702.0,0.1638504864311316,0.14809712262637767,0.18092368314553556
pre_neuropil,LAL_R | LAL_R,6,600-700,650.0,1814,259,581.0,581.0,0.1427783902976847,0.1274330054813724,0.15963359042005268
pre_neuropil,LAL_R | LAL_R,7,700-800,750.0,1710,167,309.0,309.0,0.0976608187134503,0.0844792488944518,0.11264608637573889
pre_neuropil,LAL_R | LAL_R,8,800-900,850.0,1654,163,300.0,300.0,0.09854897218863362,0.08510142114161606,0.11385703182518125
pre_neuropil,LAL_R | LAL_R,9,900-1000,950.0,1544,141,212.0,212.0,0.09132124352331607,0.07794868904173688,0.10672240391764609
pre_neuropil,LAL_R | LAL_R,10,1000-1100,1050.0,1482,95,140.0,140.0,0.0641025641025641,0.052724310245098396,0.07773481810344156
pre_neuropil,LAL_R | LAL_R,11,1100-1200,1150.0,1433,90,146.0,146.0,0.0628053035589672,0.05137503781015172,0.07657337348306249
pre_neuropil,LAL_R | LAL_R,12,1200-1300,1250.0,1379,60,101.0,101.0,0.043509789702683106,0.03395106018448158,0.055604822427091576
pre_neuropil,LAL_R | LAL_R,13,1300-1400,1350.0,1312,55,71.0,71.0,0.041920731707317076,0.032347294507226745,0.05416889406744667
pre_neuropil,LAL_R | LAL_R,14,1400-1500,1450.0,1266,52,87.0,87.0,0.04107424960505529,0.031458804852387875,0.05346643306705026
pre_neuropil,LAL_R | LAL_R,15,1500-1600,1550.0,1208,40,96.0,96.0,0.033112582781456956,0.024410136556363784,0.044775143103948256
pre_neuropil,LAL_R | LAL_R,16,1600-1700,1650.0,1169,29,47.0,47.0,0.02480752780153978,0.017327244797438926,0.03540076212182452
pre_neuropil,LAL_R | LAL_R,17,1700-1800,1750.0,1058,24,41.0,41.0,0.022684310018903593,0.0152903644407297,0.03353198344995381
pre_neuropil,LAL_R | LAL_R,18,1800-1900,1850.0,1143,23,27.0,27.0,0.020122484689413824,0.013445480299258567,0.030014401169987055
pre_neuropil,LAL_R | LAL_R,19,1900-2000,1950.0,1081,15,21.0,21.0,0.013876040703052728,0.008426790822826819,0.022768178101668694
pre_neuropil,LAL_R | SLP_L,0,0-100,50.0,423,60,194.0,194.0,0.14184397163120568,0.11181208037828977,0.17832271435586922
pre_neuropil,LAL_R | SLP_L,5,500-600,550.0,134,6,8.0,8.0,0.04477611940298507,0.020680206883838287,0.0942459112111345
pre_neuropil,LAL_R | SLP_L,11,1100-1200,1150.0,151,3,4.0,4.0,0.019867549668874173,0.00677927946976414,0.056779867426160466
pre_neuropil,LAL_R | SLP_L,13,1300-1400,1350.0,144,2,4.0,4.0,0.013888888888888888,0.003817054691554883,0.04922349681762791
pre_neuropil,LAL_R | SLP_L,14,1400-1500,1450.0,131,3,3.0,3.0,0.022900763358778626,0.007818301484185438,0.06516807660684877
pre_neuropil,LAL_R | SLP_L,19,1900-2000,1950.0,187,1,2.0,2.0,0.0053475935828877,0.0009445818095611402,0.02966509658340978
pre_neuropil,LAL_R | SLP_R,0,0-100,50.0,998,161,537.0,537.0,0.16132264529058116,0.1398070542108054,0.18543557895595472
pre_neuropil,LAL_R | SLP_R,1,100-200,150.0,563,54,112.0,112.0,0.09591474245115453,0.07425688535513433,0.12304973434250255
pre_neuropil,LAL_R | SLP_R,2,200-300,250.0,363,21,48.0,48.0,0.05785123966942149,0.038145995734805885,0.08681693104340031
pre_neuropil,LAL_R | SLP_R,3,300-400,350.0,297,21,49.0,49.0,0.0707070707070707,0.04670835388112844,0.10566950875488997
pre_neuropil,LAL_R | SLP_R,4,400-500,450.0,336,11,26.0,26.0,0.03273809523809524,0.01837679584958438,0.057663335788213935
pre_neuropil,LAL_R | SLP_R,5,500-600,550.0,274,4,9.0,9.0,0.014598540145985401,0.005691254002802331,0.03692871363343357
pre_neuropil,LAL_R | SLP_R,6,600-700,650.0,356,9,11.0,11.0,0.025280898876404494,0.013356098894040772,0.047341719257056825
pre_neuropil,LAL_R | SLP_R,8,800-900,850.0,321,6,7.0,7.0,0.018691588785046728,0.008593863045821212,0.04017328992965975
pre_neuropil,LAL_R | SLP_R,9,900-1000,950.0,346,8,10.0,10.0,0.023121387283236993,0.011761389490150313,0.0449545642443398
pre_neuropil,LAL_R | SLP_R,10,1000-1100,1050.0,310,7,12.0,12.0,0.02258064516129032,0.01098005634548306,0.045869003817350665
pre_neuropil,LAL_R | SLP_R,12,1200-1300,1250.0,342,6,13.0,13.0,0.017543859649122806,0.00806457642752288,0.0377413647894967
pre_neuropil,LAL_R | SLP_R,13,1300-1400,1350.0,350,1,1.0,1.0,0.002857142857142857,0.0005045210608510117,0.01600456096907424
pre_neuropil,LAL_R | SLP_R,14,1400-1500,1450.0,338,2,2.0,2.0,0.005917159763313609,0.0016241672734965615,0.021315112205654012
pre_neuropil,LAL_R | SLP_R,15,1500-1600,1550.0,318,4,8.0,8.0,0.012578616352201259,0.004902076950155302,0.03189117786836412
pre_neuropil,LAL_R | SLP_R,16,1600-1700,1650.0,345,6,15.0,15.0,0.017391304347826087,0.00799423984751081,0.03741777523325937
pre_neuropil,LAL_R | SLP_R,17,1700-1800,1750.0,310,3,4.0,4.0,0.00967741935483871,0.0032964887798659585,0.02806200544142274
pre_neuropil,LAL_R | SLP_R,19,1900-2000,1950.0,324,2,2.0,2.0,0.006172839506172839,0.0016944152101316546,0.022224452926187833
pre_neuropil,LA_L | LA_L,0,0-100,50.0,5466,3462,41603.0,41603.0,0.6333699231613611,0.62050530615099,0.6460472024262236
pre_neuropil,LA_L | LA_L,1,100-200,150.0,1333,652,5882.0,5882.0,0.4891222805701425,0.4623566984468713,0.5159503799684024
pre_neuropil,LA_L | LA_L,2,200-300,250.0,717,368,3109.0,3109.0,0.5132496513249651,0.4766906723311392,0.5496674068918136
pre_neuropil,LA_L | LA_L,3,300-400,350.0,636,258,1972.0,1972.0,0.4056603773584906,0.3681757456832052,0.4442778365784046
pre_neuropil,LA_L | LA_L,4,400-500,450.0,723,261,1616.0,1616.0,0.36099585062240663,0.32680562831638926,0.3966554394045557
pre_neuropil,LA_L | LA_L,5,500-600,550.0,698,234,1373.0,1373.0,0.335243553008596,0.30120779027958167,0.37108293742877885
pre_neuropil,LA_L | LA_L,6,600-700,650.0,733,209,993.0,993.0,0.28512960436562074,0.2536316454399905,0.31886806141695134
pre_neuropil,LA_L | LA_L,7,700-800,750.0,789,175,757.0,757.0,0.2217997465145754,0.19419694145472174,0.25209851024710617
pre_neuropil,LA_L | LA_L,8,800-900,850.0,784,174,678.0,678.0,0.22193877551020408,0.19424546571617757,0.2523437979124504
pre_neuropil,LA_L | LA_L,9,900-1000,950.0,937,149,594.0,594.0,0.15901814300960512,0.13700136434088417,0.1838194837168548
pre_neuropil,LA_L | LA_L,10,1000-1100,1050.0,1008,146,396.0,396.0,0.14484126984126985,0.1244623037074493,0.16791705685649666
pre_neuropil,LA_L | LA_L,11,1100-1200,1150.0,1016,114,468.0,468.0,0.11220472440944881,0.09423950967441147,0.13309147976551722
pre_neuropil,LA_L | LA_L,12,1200-1300,1250.0,1056,113,281.0,281.0,0.10700757575757576,0.08976674457869184,0.1270973603969951
pre_neuropil,LA_L | LA_L,13,1300-1400,1350.0,1139,90,223.0,223.0,0.07901668129938542,0.06472748920175012,0.0961360985430432
pre_neuropil,LA_L | LA_L,14,1400-1500,1450.0,1285,77,180.0,180.0,0.05992217898832685,0.0482098563393745,0.0742579473069386
pre_neuropil,LA_L | LA_L,15,1500-1600,1550.0,1281,77,125.0,125.0,0.060109289617486336,0.048361227641885746,0.07448784573805461
pre_neuropil,LA_L | LA_L,16,1600-1700,1650.0,1364,67,189.0,189.0,0.04912023460410557,0.038863431699349166,0.06190964027038767
pre_neuropil,LA_L | LA_L,17,1700-1800,1750.0,1370,51,73.0,73.0,0.03722627737226277,0.028426083764292412,0.048614529942557036
pre_neuropil,LA_L | LA_L,18,1800-1900,1850.0,1420,59,117.0,117.0,0.04154929577464789,0.03234713897956508,0.05322530110084836
pre_neuropil,LA_L | LA_L,19,1900-2000,1950.0,1500,58,129.0,129.0,0.03866666666666667,0.03002963169138969,0.04966067611762424
pre_neuropil,LA_L | LOP_L,0,0-100,50.0,391,31,43.0,43.0,0.0792838874680307,0.0564145371116507,0.11033992847657509
pre_neuropil,LA_L | LOP_L,2,200-300,250.0,181,2,2.0,2.0,0.011049723756906077,0.003035418046948204,0.03938793254079827
pre_neuropil,LA_L | LOP_L,13,1300-1400,1350.0,170,1,1.0,1.0,0.0058823529411764705,0.001039108788732302,0.032563895325357764
pre_neuropil,LA_L | LOP_L,15,1500-1600,1550.0,168,0,0.0,0.0,0.0,0.0,0.02235547155054422
pre_neuropil,LA_L | LOP_L,17,1700-1800,1750.0,185,0,0.0,0.0,0.0,0.0,0.02034297527663396
pre_neuropil,LA_L | LOP_L,18,1800-1900,1850.0,178,0,0.0,0.0,0.0,0.0,0.021126078961029818
pre_neuropil,LA_L | LOP_L,19,1900-2000,1950.0,216,0,0.0,0.0,0.0,0.0,0.017474399749637923
pre_neuropil,LA_L | ME_L,0,0-100,50.0,52474,20236,96136.0,96136.0,0.3856386019743111,0.38148239402460155,0.38981155340024826
pre_neuropil,LA_L | ME_L,1,100-200,150.0,17575,3429,9789.0,9789.0,0.19510668563300143,0.18931470993350388,0.20103192132574813
pre_neuropil,LA_L | ME_L,2,200-300,250.0,10974,1511,4138.0,4138.0,0.1376890832877711,0.13136878748602368,0.14426295418530813
pre_neuropil,LA_L | ME_L,3,300-400,350.0,9816,1135,3202.0,3202.0,0.11562754686226569,0.10945125212997162,0.12210458070545827
pre_neuropil,LA_L | ME_L,4,400-500,450.0,9198,921,2430.0,2430.0,0.10013046314416177,0.09416186693620052,0.10643293573895093
pre_neuropil,LA_L | ME_L,5,500-600,550.0,8761,756,1927.0,1927.0,0.08629151923296427,0.0805914772799094,0.09235421520128728
pre_neuropil,LA_L | ME_L,6,600-700,650.0,8787,618,1478.0,1478.0,0.0703311710481393,0.0651702557439583,0.07586761712591575
pre_neuropil,LA_L | ME_L,7,700-800,750.0,8459,511,1246.0,1246.0,0.06040903180044922,0.055528696275347005,0.06568846085542097
pre_neuropil,LA_L | ME_L,8,800-900,850.0,8347,497,1150.0,1150.0,0.059542350545106024,0.05466549100851454,0.06482445357383748
pre_neuropil,LA_L | ME_L,9,900-1000,950.0,8031,418,920.0,920.0,0.05204831278794671,0.04740081424406736,0.0571241585942273
pre_neuropil,LA_L | ME_L,10,1000-1100,1050.0,7593,330,752.0,752.0,0.043461082576056895,0.03910111950261979,0.048282774351373424
