partition,pair_key,near_pair_count,connected_near_pair_count,expected_connected,syn_count_sum,connected_syn_count_sum,fraction_connected,oe_ratio,log2_oe,fraction_delta_vs_global_distance
pre_neuropil,SLP_R | SLP_R,832075,124539,127531.00436636157,367565.0,367565.0,0.1496728059369648,0.9765390041329373,-0.03425029077441153,-0.003595834950408996
pre_neuropil,LO_L | PVLP_L,769942,153435,157864.52170389597,533881.0,533881.0,0.19928124456127863,0.9719409930991059,-0.041059233038722935,-0.005753058936771818
pre_neuropil,SLP_L | SLP_L,724296,99979,100394.01652040867,261666.0,261666.0,0.1380361067850713,0.9958661229544064,-0.005976255229727961,-0.000572992975811914
pre_neuropil,AVLP_L | AVLP_L,665696,173017,148373.8061483918,1121087.0,1121087.0,0.25990392010767677,1.1660885737942317,0.22167668451872133,0.037018689990037795
pre_neuropil,LO_R | PVLP_R,637566,129753,133764.79629076232,468512.0,468512.0,0.20351304806090664,0.9700085792225785,-0.04393042090872892,-0.006292362344858909
pre_neuropil,FB | FB,608112,152197,129248.86640217238,799334.0,799334.0,0.2502779093324914,1.1775499796371283,0.23578745301884843,0.03773668929050507
pre_neuropil,LO_L | PLP_L,602207,85482,104590.38891126557,227675.0,227675.0,0.14194786842398047,0.8173026306702319,-0.29105617503139597,-0.031730599131636755
pre_neuropil,SMP_R | SMP_R,584675,101174,95381.21546481986,419098.0,419098.0,0.1730431436268012,1.0607329703962174,0.08506108396684507,0.009907700064446294
pre_neuropil,SLP_R | SMP_R,567705,62178,77908.33254447578,190068.0,190068.0,0.1095251935424208,0.798091782602384,-0.3253710828810412,-0.027708638367595458
pre_neuropil,SMP_L | SMP_L,541368,91861,86029.6099357771,361687.0,361687.0,0.16968309911187954,1.0677835232378265,0.09461866006335205,0.01077158248035144
pre_neuropil,LO_R | PLP_R,502366,67706,85998.53653751497,171634.0,171634.0,0.1347742482572467,0.7872924671277952,-0.34502615421327537,-0.03641276785752812
pre_neuropil,SLP_L | SMP_L,477802,48786,61029.28728878573,134006.0,134006.0,0.10210505606925044,0.7993866906744057,-0.32303157573454316,-0.025624185936404056
pre_neuropil,LH_R | SLP_R,449635,75169,77103.07079190174,252625.0,252625.0,0.16717782201118686,0.9749157747929168,-0.0366502676557539,-0.004301424025936024
pre_neuropil,LH_L | SLP_L,434833,64588,66847.93170142929,204019.0,204019.0,0.1485351847720849,0.9661929450334666,-0.04961639880840674,-0.005197240553107262
pre_neuropil,LA_R | ME_R,434644,65295,73523.84432232287,268589.0,268589.0,0.15022639217382502,0.8880792428882222,-0.17123844513903708,-0.018932377583316156
pre_neuropil,SMP_L | SMP_R,432786,74004,63903.127224914424,265448.0,265448.0,0.17099444067044683,1.1580653907520737,0.21171517742002768,0.023339185590766743
pre_neuropil,ME_L | PLP_L,429798,52636,62556.39574616866,123290.0,123290.0,0.12246683325655308,0.8414167627811862,-0.24910536171538544,-0.023081530733434448
pre_neuropil,ME_R | PLP_R,429005,50326,61904.52197160924,119442.0,119442.0,0.1173086560762695,0.8129616124502278,-0.29873818326574336,-0.026989247145392803
pre_neuropil,ME_L | ME_R,409517,72862,68009.87689672153,205803.0,205803.0,0.17792179567636995,1.0713443888546779,0.09942160964995625,0.011848404591942387
pre_neuropil,AVLP_L | AVLP_R,389622,74129,63685.692378126405,324351.0,324351.0,0.1902587636221774,1.1639820065057576,0.21906716072679186,0.026803690812822672
pre_neuropil,ME_L | PVLP_L,295131,40713,47904.304443679204,106718.0,106718.0,0.13794891082265165,0.8498818733056864,-0.2346631028813915,-0.024366482828571734
pre_neuropil,AVLP_L | PVLP_L,283152,62463,51834.28139363234,348352.0,348352.0,0.22059883031022207,1.2050519139187559,0.26909293143436214,0.03753714826795383
pre_neuropil,AVLP_R | LO_R,279927,48385,52076.21132208089,233686.0,233686.0,0.17284863553712218,0.9291190501695392,-0.10606357387043502,-0.013186335444887023
pre_neuropil,MB_ML_R | MB_VL_R,268436,27848,36656.94928374865,53007.0,53007.0,0.10374167399305607,0.7596922423750638,-0.39650678110101784,-0.032815826803218075
pre_neuropil,ME_R | PVLP_R,264717,38340,44344.41934725277,102974.0,102974.0,0.14483391697548703,0.8645958288407546,-0.20989967125057435,-0.022682409317319137
pre_neuropil,AVLP_R | PVLP_R,256765,55036,45429.053098237746,315226.0,315226.0,0.21434385527622535,1.2114714317506856,0.27675761266143656,0.037415328809464896
pre_neuropil,AVLP_R | ICL_R,241997,39820,44490.57859617294,180645.0,180645.0,0.16454749439042632,0.8950209517712431,-0.16000473800850876,-0.019300150812501568
pre_neuropil,LO_R | SPS_R,228613,42991,45095.37715910668,162507.0,162507.0,0.18805142314741508,0.9533349693100034,-0.06894409498384735,-0.009204975916097
pre_neuropil,AOTU_R | LO_R,215873,34436,39181.50788931879,89886.0,89886.0,0.15951971761174394,0.8788839903067525,-0.18625281074233285,-0.021982869044849467
pre_neuropil,AOTU_L | LO_L,214329,34085,38801.62771213398,87097.0,87097.0,0.15903120902910944,0.8784425295988548,-0.18697761858613715,-0.02200648401352118
pre_neuropil,LA_L | ME_L,212556,32376,35484.4841232085,127080.0,127080.0,0.15231750691582455,0.9123987793533848,-0.13226162658186674,-0.014624306644877124
pre_neuropil,AVLP_R | SLP_R,206829,24005,31199.493515647082,83141.0,83141.0,0.11606206092956017,0.769403515732109,-0.37818074367970084,-0.0347847425440682
pre_neuropil,AL_L | AL_R,201106,49212,33048.65159061882,180606.0,180606.0,0.2447067715533102,1.4890773944304978,0.5744115708016495,0.08037228332014548
pre_neuropil,LOP_L | PLP_L,198707,35816,33168.5450881052,107832.0,107832.0,0.18024528577251933,1.0798182405909693,0.11078688496713693,0.01332341040776016
pre_neuropil,PVLP_L | PVLP_L,187504,52197,46427.178606144196,225643.0,225643.0,0.2783780612680263,1.124276804386563,0.1689955629030332,0.03077172430377914
pre_neuropil,LH_R | LH_R,158854,43637,33008.77563732956,239281.0,239281.0,0.2746987800118348,1.3219817808283383,0.402696971681639,0.06690561372499551
pre_neuropil,AL_L | AL_L,157154,46761,30536.674139242255,308924.0,308924.0,0.2975489010779236,1.531306251190862,0.614754645264996,0.10323838948265869
pre_neuropil,PVLP_R | PVLP_R,130121,38792,34678.77197751593,160012.0,160012.0,0.29812251673442414,1.1186093909308812,0.16170414163334615,0.03161079320389539
pre_neuropil,AL_R | AL_R,119501,37128,23452.625628526675,282597.0,282597.0,0.3106919607367302,1.5831063262630705,0.6627468257596668,0.11443732162470041
pre_neuropil,PRW | PRW,78967,22859,17161.38210696439,171063.0,171063.0,0.28947535046285156,1.3320022744976594,0.4135860693993801,0.0721518848764118
pre_neuropil,AL_L | LH_L,67703,20299,13945.805178994326,251652.0,251652.0,0.2998242323087603,1.4555631417090986,0.5415612358616403,0.09383919207429027
pre_neuropil,AL_R | LH_R,55761,17499,11711.310708675868,196909.0,196909.0,0.31382148813686983,1.4941965451430255,0.5793495601454283,0.1037945749058326
pre_neuropil,LAL_L | LAL_R,55155,14189,11880.138763144289,149566.0,149566.0,0.2572568216843441,1.1943463189183012,0.25621134878661794,0.04186132239789161
pre_neuropil,LAL_L | LAL_L,52224,14606,10513.975366923998,136034.0,136034.0,0.2796798406862745,1.3891986132998881,0.47423365514052507,0.07835525109290752
pre_neuropil,EB | EB,51972,25944,14571.830380211673,277054.0,277054.0,0.49919187254675595,1.7804214929122124,0.8321971236759551,0.21881339220711782
pre_neuropil,LAL_R | LAL_R,49750,14509,10354.10079465896,154283.0,154283.0,0.2916381909547739,1.4012805445630099,0.48672587093531583,0.08351556191640282
pre_neuropil,AOTU_R | AOTU_R,46927,12317,9707.848468152777,77972.0,77972.0,0.26247149828456967,1.2687672289495158,0.34341167351469354,0.0556002201685005
pre_neuropil,AOTU_L | AOTU_L,43350,11415,9213.606119576456,64566.0,64566.0,0.26332179930795846,1.2389285858168138,0.30907793234695163,0.050781865753714975
pre_neuropil,PVLP_L | PVLP_R,35970,13296,7661.306396629329,65321.0,65321.0,0.3696413678065054,1.735474253561992,0.7952900627690721,0.15664980826718572
pre_neuropil,LA_R | LA_R,34958,9402,5458.826546112623,56761.0,56761.0,0.26895131300417646,1.7223481861125294,0.7843214077226404,0.11279745562925159
pre_neuropil,AOTU_L | PVLP_L,29747,1522,5619.107061832514,3184.0,3184.0,0.05116482334353044,0.27086154138939694,-1.8840270286910372,-0.137731773349666
pre_neuropil,AOTU_R | PVLP_R,26901,1402,4978.952599473492,3524.0,3524.0,0.0521170216720568,0.28158532783546825,-1.8279863820151636,-0.13296727257252489
pre_neuropil,LA_L | LA_L,25255,6794,3469.999412601319,60758.0,60758.0,0.26901603642843,1.9579254034820748,0.9692241037365054,0.1316175247435629
pre_neuropil,MB_CA_R | MB_ML_R,19166,6568,3315.2147947937697,105648.0,105648.0,0.34269018052801836,1.9811687647854435,0.9862440334948387,0.16971643562591204
pre_neuropil,MB_ML_L | MB_VL_R,17381,5584,3708.8310709804045,10813.0,10813.0,0.32127035268396525,1.5055956696684778,0.5902690776634335,0.10788613595417959
pre_neuropil,WED_R | WED_R,15966,4456,3238.4829444584607,32848.0,32848.0,0.2790930727796568,1.3759529003000919,0.46037023455359843,0.07625686180267689
pre_neuropil,VES_L | VES_L,15643,5356,3448.8918673653275,56800.0,56800.0,0.34238956721856423,1.5529625763800905,0.6349485994994624,0.1219144750134036
pre_neuropil,MB_ML_L | PLP_L,15519,782,1302.4449714713783,4149.0,4149.0,0.05038984470648882,0.6004092434834855,-0.7356134973070252,-0.03353598630526312
pre_neuropil,VES_R | VES_R,14549,5242,3354.7204702660624,57625.0,57625.0,0.36029967695374254,1.562574302825373,0.6438473878370623,0.12971884869983763
pre_neuropil,FB | GNG,14273,591,1370.4013454613719,1556.0,1556.0,0.041406852098367544,0.4312605222968666,-1.2126746801274564,-0.0546066941400807
pre_neuropil,AVLP_R | WED_L,12770,3395,2201.568975614207,24855.0,24855.0,0.2658574784651527,1.5420820503944659,0.6247643730390645,0.09345583589552021
pre_neuropil,AMMC_R | AMMC_R,12042,3170,2043.4630800754746,13461.0,13461.0,0.2632453080883574,1.5512881201078108,0.6333412396056628,0.09355064938752079
pre_neuropil,ICL_L | MB_ML_L,11977,82,539.8096610534409,128.0,128.0,0.006846455706771312,0.15190539539432593,-2.711320453957846,-0.03822406788456549
pre_neuropil,LH_L | LH_R,11512,3144,2223.553316121681,21818.0,21818.0,0.2731063238359972,1.4139530530726203,0.49963926210356746,0.07995541034384288
pre_neuropil,MB_ML_R | PLP_R,10846,392,819.0905122333826,1673.0,1673.0,0.03614235662917205,0.47857958814728385,-1.0622106294748668,-0.039377697974680305
pre_neuropil,AOTU_R | LAL_R,10833,2776,2331.993106932198,20912.0,20912.0,0.25625403858580265,1.1903980298003134,0.2513945783507565,0.040986512791267624
pre_neuropil,AOTU_L | LAL_L,10091,2810,2270.758228312117,22352.0,22352.0,0.27846595976612826,1.2374721205298498,0.3073350738497715,0.05343789234841771
pre_neuropil,AOTU_R | LAL_L,9458,2732,2080.4084449629745,18999.0,18999.0,0.28885599492493125,1.3132036675849112,0.3930080045882657,0.06889316504937888
pre_neuropil,AOTU_L | LAL_R,8823,2373,1892.1411537147042,15520.0,15520.0,0.2689561373682421,1.2541347643865048,0.32661514893800914,0.05450060594869045
pre_neuropil,FB | NO,8728,2215,1812.5719862304336,43123.0,43123.0,0.2537809349220898,1.222020431092774,0.2891961198245685,0.046107700936018146
pre_neuropil,ICL_R | MB_ML_R,8450,30,287.40004317465883,54.0,54.0,0.0035502958579881655,0.10438411793058915,-3.238686857465605,-0.030461543570965543
pre_neuropil,LA_R | LOP_R,8318,135,932.3134188428862,164.0,164.0,0.016229862947823998,0.14480109078291648,-2.7832956907744864,-0.09585398158726692
pre_neuropil,FB | IB_R,7650,234,943.730308549141,503.0,503.0,0.03058823529411765,0.24795219341820618,-2.009550869554952,-0.09277520373191385
pre_neuropil,EB | PB,7498,3077,2035.6190980612746,18319.0,18319.0,0.4103761002934116,1.5115794516422731,0.5959369057297627,0.13888782367814423
pre_neuropil,LAL_R | SLP_R,7491,340,866.3348583751698,886.0,886.0,0.04538779869176345,0.3924579470779665,-1.3481023720306629,-0.0702622958717354
pre_neuropil,FB | ICL_L,7411,143,706.0575395825263,217.0,217.0,0.019295641613817298,0.2025330684586305,-2.2997563164964214,-0.07597591952267255
pre_neuropil,AOTU_L | AOTU_R,6918,2262,1291.3923399727391,18014.0,18014.0,0.3269731136166522,1.7515978142225546,0.8084319443459578,0.14030177219243437
pre_neuropil,LAL_L | SLP_L,6697,292,790.5629950342428,687.0,687.0,0.043601612662386144,0.36935703015969296,-1.435355961284908,-0.07444572122356918
pre_neuropil,AVLP_L | MB_ML_L,6684,121,309.64061639576653,293.0,293.0,0.01810293237582286,0.3907756075686921,-1.351966161605488,-0.028222713404513246
pre_neuropil,FB | ICL_R,6601,133,494.31343644313836,249.0,249.0,0.02014846235418876,0.26906005419761475,-1.8900449346882138,-0.05473616670854997
pre_neuropil,LA_R | PLP_R,6571,228,904.487287920116,376.0,376.0,0.034697915081418354,0.2520765112401855,-1.9857033619584503,-0.10295043188557541
pre_neuropil,MB_ML_R | SCL_R,6274,76,317.0012515641563,211.0,211.0,0.012113484220592923,0.23974668751305778,-2.0532306259648063,-0.03841269549954675
pre_neuropil,SIP_L | SIP_L,5705,1543,1087.8739082220313,7639.0,7639.0,0.270464504820333,1.418362907997127,0.5040312068186708,0.07977670320385077
pre_neuropil,FB | IB_L,5261,135,609.7244443741818,201.0,201.0,0.02566052081353355,0.22141149374216634,-2.1710471209809192,-0.09023464063375437
pre_neuropil,AVLP_R | MB_ML_R,5210,197,272.0430799614849,264.0,264.0,0.03781190019193858,0.7241500134018873,-0.46463163654301115,-0.014403662180707278
pre_neuropil,ATL_R | SLP_R,5015,242,599.5727645495264,456.0,456.0,0.04825523429710867,0.40362073514433316,-1.3071527045709943,-0.07130065095703417
pre_neuropil,ATL_L | SLP_L,4797,202,534.3152067545184,430.0,430.0,0.04210965186574943,0.3780539978020976,-1.401118579119549,-0.06927563201053125
pre_neuropil,LAL_L | SLP_R,4464,225,518.4698830190991,494.0,494.0,0.05040322580645161,0.4339692764598085,-1.202523384717708,-0.0657414612497982
pre_neuropil,AL_L | MB_CA_L,4397,2001,1065.7730457225023,22958.0,22958.0,0.45508301114396177,1.877510421220584,0.9085046923856229,0.2126966009273363
pre_neuropil,AL_L | MB_ML_L,4397,168,382.76235217377,557.0,557.0,0.038207869001591996,0.4389146399741263,-1.1855836978876737,-0.04884292749005459
pre_neuropil,EB | MB_ML_R,4308,40,129.40464115162132,77.0,77.0,0.009285051067780872,0.3091079241364508,-1.6814591623011104,-0.02075316646973568
pre_neuropil,MB_ML_R | MB_PED_L,4254,2418,1321.4515212956705,5330.0,5330.0,0.5684062059238364,1.8298060587415073,0.8714432665877407,0.2577688008237728
pre_neuropil,AL_R | MB_CA_R,4132,1972,1048.7664376851224,22057.0,22057.0,0.47725072604065827,1.8803042595000221,0.9106442357463349,0.22343503444212914
pre_neuropil,AVLP_R | FB,4126,149,290.03984587440965,296.0,296.0,0.036112457586039745,0.5137225181967535,-0.9585905501301101,-0.03418319095356511
pre_neuropil,IB_L | PVLP_L,4081,182,442.3163059960083,452.0,452.0,0.044596912521440824,0.41147024772277435,-1.2788118840221248,-0.06378738201323408
pre_neuropil,MB_VL_R | SLP_R,4013,1060,691.5449507653174,4673.0,4673.0,0.2641415399950162,1.5327998546253887,0.615806966708808,0.09181536238093263
pre_neuropil,PB | SPS_R,3856,105,311.7444930882377,180.0,180.0,0.027230290456431536,0.3368142896762583,-1.5654331289797185,-0.05361631044819442
pre_neuropil,LA_L | LOP_L,3806,52,381.6679958390946,65.0,65.0,0.013662637940094587,0.13624406700823405,-2.863817638865915,-0.08661797053050305
pre_neuropil,FB | FLA_R,3784,171,416.76391657023305,396.0,396.0,0.04519027484143763,0.4103042350864919,-1.282751590702184,-0.0649481809117952
pre_neuropil,PB | PB,3568,1713,913.211380447732,9685.0,9685.0,0.48010089686098656,1.8757979112789256,0.9071357623294344,0.22415600323774326
pre_neuropil,EB | MB_ML_L,3512,26,100.04456220164994,56.0,56.0,0.007403189066059226,0.2598841898832479,-1.923770793017358,-0.021083303588169115
pre_neuropil,AVLP_L | FB,3509,77,192.78730723161854,189.0,189.0,0.0219435736677116,0.3994038876609789,-1.3184786864302138,-0.03299723774055815
pre_neuropil,GNG | MB_ML_L,3487,50,193.91623068595914,93.0,93.0,0.014338973329509607,0.2578432956495185,-1.9447933732541034,-0.041272219869790405
pre_neuropil,PB | SPS_L,3320,98,268.8406517707316,147.0,147.0,0.029518072289156625,0.36452820417789644,-1.4512363635516035,-0.05145802764178663
pre_neuropil,MB_CA_R | MB_VL_R,3282,1001,547.3169863232356,18539.0,18539.0,0.30499695307739183,1.8289218588381748,0.870396515229527,0.13823370313125058
pre_neuropil,LAL_R | SLP_L,3103,138,352.8633632415286,322.0,322.0,0.04447309055752498,0.39108622309860347,-1.351266492563262,-0.06924375225315134
pre_neuropil,FB | SAD,3037,156,355.57943287804386,465.0,465.0,0.051366480079025355,0.43872053773567005,-1.186036450989688,-0.06571598053277704
pre_neuropil,ATL_L | MB_ML_L,2808,18,187.64368023839367,29.0,29.0,0.00641025641025641,0.09592649204669047,-3.34623765412103,-0.06041441603931399
pre_neuropil,WED_L | WED_L,2748,1120,652.7127427320047,16905.0,16905.0,0.40756914119359533,1.71591563436024,0.7785178087807101,0.17004630904948884
pre_neuropil,AL_L | LO_L,2726,85,226.30627813424437,165.0,165.0,0.031181217901687455,0.37559718051471025,-1.4074642503884645,-0.0518364923456509
pre_neuropil,AOTU_L | SIP_R,2562,699,469.19321444288306,2944.0,2944.0,0.2728337236533958,1.4897913662924303,0.574605305949566,0.0896981988903657
pre_neuropil,PVLP_R | SMP_L,2539,113,293.89950435018625,195.0,195.0,0.04450571090980701,0.38448516696155627,-1.3750829449652495,-0.07124832782598907
pre_neuropil,AL_L | MB_CA_R,2470,799,441.4099568430546,6046.0,6046.0,0.32348178137651823,1.8101086928677692,0.8553455963281174,0.14477329682467424
pre_neuropil,CRE_R | MB_CA_R,2469,707,466.6385126660406,10282.0,10282.0,0.286350749291211,1.5150914054665245,0.5988797566666726,0.09735175671687299
pre_neuropil,MB_VL_R | SIP_R,2458,1134,630.7627342020467,5232.0,5232.0,0.4613506916192026,1.7978233946153765,0.8457441179619128,0.204734444995099
pre_neuropil,FB | MB_VL_R,2427,58,142.42759511659824,107.0,107.0,0.023897816234033788,0.4072244564160361,-1.288775955515338,-0.0347868129858254
pre_neuropil,MB_ML_L | ME_L,2421,115,196.1635034076785,191.0,191.0,0.047501032631144156,0.5862456471375324,-0.7678363970878009,-0.0335247845550097
pre_neuropil,MB_ML_R | SPS_R,2288,102,155.96113417871095,164.0,164.0,0.044580419580419584,0.6540090935932885,-0.6101804184092947,-0.023584411791394647
pre_neuropil,CRE_R | PVLP_R,2266,88,228.7481171561926,251.0,251.0,0.038834951456310676,0.3847026200434791,-1.3731605245237095,-0.062113026105998496
pre_neuropil,IB_R | MB_ML_R,2265,20,130.06548281124702,51.0,51.0,0.008830022075055188,0.15376869841035612,-2.6710777316665535,-0.04859403214624593
pre_neuropil,IB_L | MB_ML_L,2239,8,146.71943288879217,14.0,14.0,0.003573023671281822,0.05452583780134769,-4.114361467486282,-0.06195597717230557
pre_neuropil,ME_R | SIP_R,2206,113,235.31727259403715,158.0,158.0,0.05122393472348141,0.4802027439564306,-1.0549770958359672,-0.055447539707179125
pre_neuropil,AOTU_R | SIP_L,2196,624,439.07329967383185,3341.0,3341.0,0.28415300546448086,1.421175007597916,0.5065978142950032,0.08421070142357384
pre_neuropil,AVLP_R | MB_ML_L,2181,44,119.024207284974,76.0,76.0,0.020174232003668042,0.3696726993917539,-1.4254255962042102,-0.03439899462859881
pre_neuropil,AOTU_L | LH_L,2157,102,315.71765285462857,323.0,323.0,0.04728789986091794,0.3230734774496935,-1.6252939986833044,-0.09908097026176568
pre_neuropil,MB_ML_R | MB_VL_L,2085,778,473.4715492614374,1624.0,1624.0,0.37314148681055154,1.643182153634348,0.7158965771666856,0.1460568109057854
pre_neuropil,GNG | MB_ML_R,2072,23,104.34946415482989,25.0,25.0,0.0111003861003861,0.22041320658698782,-2.157586826492537,-0.039261324399049176
pre_neuropil,EB | GA_L,2043,679,438.21860890955963,7108.0,7108.0,0.3323543808125306,1.549454966528209,0.6311776492579245,0.11785677488518863
pre_neuropil,AMMC_R | LAL_R,2038,82,278.82423539754296,178.0,178.0,0.040235525024533855,0.2940920823582131,-1.759474729135951,-0.09657715181429978
pre_neuropil,VES_L | WED_L,2013,521,360.3066458742703,3887.0,3887.0,0.25881768504719327,1.4459905360219305,0.5314413402006692,0.07982779638635354
pre_neuropil,LA_L | PLP_L,2000,62,276.4094800500966,82.0,82.0,0.031,0.2243048971719895,-2.147486350609264,-0.10720474002504829
pre_neuropil,GNG | None,193,6,22.676691988703535,12.0,12.0,0.031088082901554404,0.264588856390029,-1.8341630417937342,-0.08640773051141729
