partition,pair_key,distance_bin,distance_bin_nm,distance_mid_nm,near_pair_count,connected_near_pair_count,syn_count_sum,connected_syn_count_sum,fraction_connected,fraction_ci_low,fraction_ci_high
nt,dopamine | serotonin,2,200-300,250.0,1397,216,371.0,371.0,0.15461703650680028,0.13660762808018756,0.17452076787835624
nt,dopamine | serotonin,3,300-400,350.0,1423,137,211.0,211.0,0.09627547434996486,0.0820185265033649,0.11270638199383622
nt,dopamine | serotonin,4,400-500,450.0,1391,94,155.0,155.0,0.06757728253055356,0.05554103684367012,0.0819954404165435
nt,dopamine | serotonin,5,500-600,550.0,1372,85,135.0,135.0,0.0619533527696793,0.05037942718638171,0.07597349018433888
nt,dopamine | serotonin,6,600-700,650.0,1456,59,92.0,92.0,0.040521978021978024,0.03154408767328591,0.05191811808931189
nt,dopamine | serotonin,7,700-800,750.0,1558,54,71.0,71.0,0.03465982028241335,0.026660731810987603,0.04494806641797493
nt,dopamine | serotonin,8,800-900,850.0,1572,49,61.0,61.0,0.031170483460559797,0.023657456721532473,0.04096934333248311
nt,dopamine | serotonin,9,900-1000,950.0,1600,47,56.0,56.0,0.029375,0.022161740942396584,0.03884278718556816
nt,dopamine | serotonin,10,1000-1100,1050.0,1550,38,47.0,47.0,0.024516129032258065,0.017913005376168255,0.03347035313347649
nt,dopamine | serotonin,11,1100-1200,1150.0,1543,17,23.0,23.0,0.01101749837977965,0.006890040395327333,0.01757374439039345
nt,dopamine | serotonin,12,1200-1300,1250.0,1596,19,19.0,19.0,0.011904761904761904,0.007634413456526712,0.01851917574880461
nt,dopamine | serotonin,13,1300-1400,1350.0,1610,31,38.0,38.0,0.019254658385093167,0.013597484746261743,0.02720057127113178
nt,dopamine | serotonin,14,1400-1500,1450.0,1630,14,28.0,28.0,0.008588957055214725,0.005123083803744437,0.014365708745055886
nt,dopamine | serotonin,15,1500-1600,1550.0,1640,17,18.0,18.0,0.010365853658536586,0.006481905768839399,0.016538317104216015
nt,dopamine | serotonin,16,1600-1700,1650.0,1570,12,16.0,16.0,0.007643312101910828,0.004377634452066695,0.013312582911612088
nt,dopamine | serotonin,17,1700-1800,1750.0,1561,11,11.0,11.0,0.007046764894298526,0.0039392957906386784,0.012574580118590726
nt,dopamine | serotonin,18,1800-1900,1850.0,1564,7,8.0,8.0,0.004475703324808184,0.002169679333044469,0.00921004167958844
nt,dopamine | serotonin,19,1900-2000,1950.0,1580,9,20.0,20.0,0.00569620253164557,0.0029996431822706736,0.010790624733409785
nt,gaba | gaba,0,0-100,50.0,786799,327699,2134686.0,2134686.0,0.4164964622476643,0.4154075623238244,0.4175861775910062
nt,gaba | gaba,1,100-200,150.0,232256,44534,124976.0,124976.0,0.1917453155139157,0.1901493537083366,0.19335147444343806
nt,gaba | gaba,2,200-300,250.0,136837,19857,51846.0,51846.0,0.1451142600320089,0.14325800018592527,0.14699044564064584
nt,gaba | gaba,3,300-400,350.0,116503,13408,34541.0,34541.0,0.11508716513737843,0.11326731270110381,0.11693240116703012
nt,gaba | gaba,4,400-500,450.0,108051,10442,25484.0,25484.0,0.09663954984220414,0.09489209136436919,0.0984156891173524
nt,gaba | gaba,5,500-600,550.0,98806,7764,17903.0,17903.0,0.07857822399449427,0.0769167433240648,0.08027247334198036
nt,gaba | gaba,6,600-700,650.0,96216,6274,14245.0,14245.0,0.0652074499043818,0.06366469318189678,0.06678492501826454
nt,gaba | gaba,7,700-800,750.0,91246,4839,10770.0,10770.0,0.0530324616969511,0.05159711016442751,0.054505447716615425
nt,gaba | gaba,8,800-900,850.0,87288,3940,8750.0,8750.0,0.04513793419484923,0.04378056415181591,0.04653534000938122
nt,gaba | gaba,9,900-1000,950.0,84077,3207,7131.0,7131.0,0.03814360645598677,0.03686982333026416,0.039459593429522405
nt,gaba | gaba,10,1000-1100,1050.0,79545,2571,5632.0,5632.0,0.032321327550443146,0.031114712589966058,0.03357311310930849
nt,gaba | gaba,11,1100-1200,1150.0,77598,2168,4664.0,4664.0,0.027938864403721744,0.026802496587900505,0.02912197002939688
nt,gaba | gaba,12,1200-1300,1250.0,74513,1879,3843.0,3843.0,0.025217076214888678,0.02411556738203626,0.026367538439775705
nt,gaba | gaba,13,1300-1400,1350.0,72085,1626,3484.0,3484.0,0.02255670389123951,0.02149790716225999,0.023666386336388765
nt,gaba | gaba,14,1400-1500,1450.0,70902,1315,2753.0,2753.0,0.018546726467518548,0.017579390214971412,0.019566231930778572
nt,gaba | gaba,15,1500-1600,1550.0,68840,1113,2281.0,2281.0,0.01616792562463684,0.015252406767378154,0.017137441738693592
nt,gaba | gaba,16,1600-1700,1650.0,67482,1026,2126.0,2126.0,0.015204054414510537,0.014308024424827367,0.016155277969552195
nt,gaba | gaba,17,1700-1800,1750.0,65743,869,1850.0,1850.0,0.013218137292183197,0.012373116650996292,0.014120043440210277
nt,gaba | gaba,18,1800-1900,1850.0,64442,731,1596.0,1596.0,0.011343533720244561,0.010554516165176265,0.012190808647216285
nt,gaba | gaba,19,1900-2000,1950.0,64312,725,1521.0,1521.0,0.011273168304515488,0.010485897997276405,0.012118822143709827
nt,gaba | glutamate,0,0-100,50.0,1280271,553229,3186074.0,3186074.0,0.4321186686256269,0.4312607784624377,0.43297696615903714
nt,gaba | glutamate,1,100-200,150.0,451237,102351,256583.0,256583.0,0.22682315501610018,0.22560358038510742,0.22804738098212707
nt,gaba | glutamate,2,200-300,250.0,273757,46050,104514.0,104514.0,0.16821487669721688,0.16681829881280355,0.1696207662547112
nt,gaba | glutamate,3,300-400,350.0,237397,31991,69051.0,69051.0,0.13475738952050784,0.13338968742613885,0.13613691226389354
nt,gaba | glutamate,4,400-500,450.0,225363,24295,49320.0,49320.0,0.1078038542262927,0.10653008466471586,0.10909099452779658
nt,gaba | glutamate,5,500-600,550.0,208398,18158,36154.0,36154.0,0.08713135442758568,0.08592807353328256,0.08834985664792562
nt,gaba | glutamate,6,600-700,650.0,205850,15123,29308.0,29308.0,0.0734661161039592,0.07234697817310141,0.07460117380153729
nt,gaba | glutamate,7,700-800,750.0,195350,11394,21709.0,21709.0,0.058326081392372664,0.057295464434899517,0.05937406923451156
nt,gaba | glutamate,8,800-900,850.0,188890,9187,17558.0,17558.0,0.04863677272486632,0.04767583960036328,0.04961606491241994
nt,gaba | glutamate,9,900-1000,950.0,183335,7514,14093.0,14093.0,0.04098508195380042,0.04008713272143183,0.04190226717232205
nt,gaba | glutamate,10,1000-1100,1050.0,174285,6045,11304.0,11304.0,0.034684568379378604,0.03383570234521158,0.035553946980451265
nt,gaba | glutamate,11,1100-1200,1150.0,171397,5077,9605.0,9605.0,0.02962128858731483,0.02882911934244848,0.030434542989533908
nt,gaba | glutamate,12,1200-1300,1250.0,164578,4225,7857.0,7857.0,0.025671717969594963,0.024918618069322572,0.026446961011668824
nt,gaba | glutamate,13,1300-1400,1350.0,160344,3508,6608.0,6608.0,0.021877962380881105,0.021173306694440574,0.022605527681837056
nt,gaba | glutamate,14,1400-1500,1450.0,156816,2973,5607.0,5607.0,0.01895852464034282,0.01829520931427975,0.01964540801637824
nt,gaba | glutamate,15,1500-1600,1550.0,151042,2526,4617.0,4617.0,0.016723825161213436,0.016089293154796618,0.017382939820599637
nt,gaba | glutamate,16,1600-1700,1650.0,148055,2324,4323.0,4323.0,0.015696869406639426,0.015076155939264726,0.016342714759234645
nt,gaba | glutamate,17,1700-1800,1750.0,145053,1919,3511.0,3511.0,0.013229647094510282,0.012654408217798667,0.013830668650164794
nt,gaba | glutamate,18,1800-1900,1850.0,142502,1658,2893.0,2893.0,0.011634924422113373,0.011091158267177222,0.012205020771703663
nt,gaba | glutamate,19,1900-2000,1950.0,139926,1498,2699.0,2699.0,0.010705658705315667,0.0101796989585704,0.011258484388876484
nt,gaba | octopamine,0,0-100,50.0,24399,11428,60804.0,60804.0,0.4683798516332637,0.46212394297192644,0.47464571585338017
nt,gaba | octopamine,1,100-200,150.0,9013,2171,4829.0,4829.0,0.24087429268833907,0.23215765649011755,0.2498117284439596
nt,gaba | octopamine,2,200-300,250.0,5535,988,1970.0,1970.0,0.1785004516711834,0.16863610958678735,0.1888107616145844
nt,gaba | octopamine,3,300-400,350.0,4603,620,1112.0,1112.0,0.1346947642841625,0.12513610146742116,0.14486267600302621
nt,gaba | octopamine,4,400-500,450.0,4231,460,792.0,792.0,0.10872134247222878,0.09969391561774002,0.11845865943961276
nt,gaba | octopamine,5,500-600,550.0,3863,361,617.0,617.0,0.09345068599534041,0.0846715659028894,0.1030375970480833
nt,gaba | octopamine,6,600-700,650.0,3838,288,471.0,471.0,0.07503908285565399,0.06712228922221793,0.08380574487476307
nt,gaba | octopamine,7,700-800,750.0,3609,237,381.0,381.0,0.0656691604322527,0.058040565615863224,0.07422141896713093
nt,gaba | octopamine,8,800-900,850.0,3492,197,345.0,345.0,0.05641466208476518,0.0492382694719592,0.06456597154399529
nt,gaba | octopamine,9,900-1000,950.0,3288,131,197.0,197.0,0.03984184914841849,0.03367575338201944,0.04708195986882472
nt,gaba | octopamine,10,1000-1100,1050.0,3022,111,150.0,150.0,0.03673064195896757,0.03059079182121248,0.04404682304930818
nt,gaba | octopamine,11,1100-1200,1150.0,2985,99,150.0,150.0,0.033165829145728645,0.027318010756763805,0.040213704540560766
nt,gaba | octopamine,12,1200-1300,1250.0,2803,84,113.0,113.0,0.029967891544773455,0.02427082329222343,0.03695158412827368
nt,gaba | octopamine,13,1300-1400,1350.0,2657,81,102.0,102.0,0.030485509973654498,0.024595931497724342,0.037730815047428895
nt,gaba | octopamine,14,1400-1500,1450.0,2577,48,63.0,63.0,0.018626309662398137,0.014077633228793407,0.024608042017606836
nt,gaba | octopamine,15,1500-1600,1550.0,2502,43,52.0,52.0,0.01718625099920064,0.012784198476501784,0.023068666285580547
nt,gaba | octopamine,16,1600-1700,1650.0,2470,49,70.0,70.0,0.019838056680161944,0.01503832467124339,0.026129064542358648
nt,gaba | octopamine,17,1700-1800,1750.0,2430,35,46.0,46.0,0.01440329218106996,0.010374522603873136,0.01996500318942418
nt,gaba | octopamine,18,1800-1900,1850.0,2351,27,36.0,36.0,0.011484474691620587,0.007904744048485724,0.016658097036027136
nt,gaba | octopamine,19,1900-2000,1950.0,2287,33,39.0,39.0,0.014429383471797114,0.01029278944440011,0.02019452141986916
nt,gaba | serotonin,0,0-100,50.0,32550,15664,126543.0,126543.0,0.4812288786482335,0.47580335771394355,0.4866588298516553
nt,gaba | serotonin,1,100-200,150.0,12015,3239,7894.0,7894.0,0.26957969205160215,0.2617196834405091,0.2775869998258714
nt,gaba | serotonin,2,200-300,250.0,8089,1808,3797.0,3797.0,0.22351341327729016,0.2145670865693824,0.23272223143728665
nt,gaba | serotonin,3,300-400,350.0,7526,1379,2771.0,2771.0,0.18323146425724157,0.17465356712639063,0.19213258146935147
nt,gaba | serotonin,4,400-500,450.0,7726,1112,2087.0,2087.0,0.14392958840279577,0.1362792565836776,0.1519338421168184
nt,gaba | serotonin,5,500-600,550.0,7058,874,1541.0,1541.0,0.1238311136299235,0.11635046371898926,0.1317210308328002
nt,gaba | serotonin,6,600-700,650.0,7189,733,1318.0,1318.0,0.10196132980943108,0.09517756466848203,0.10917026915563559
nt,gaba | serotonin,7,700-800,750.0,6961,580,1044.0,1044.0,0.08332136187329407,0.07705648676661102,0.09004589213027588
nt,gaba | serotonin,8,800-900,850.0,7039,465,797.0,797.0,0.06606051996022162,0.06049126213701785,0.0721031724730123
nt,gaba | serotonin,9,900-1000,950.0,6728,368,645.0,645.0,0.054696789536266346,0.049513017848554414,0.060388795646284785
nt,gaba | serotonin,10,1000-1100,1050.0,6641,335,577.0,577.0,0.050444210209305826,0.04543534964335821,0.055972876551228574
nt,gaba | serotonin,11,1100-1200,1150.0,6672,289,502.0,502.0,0.04331534772182254,0.038687836373219694,0.04846845565144428
nt,gaba | serotonin,12,1200-1300,1250.0,6555,241,420.0,420.0,0.03676582761250954,0.03247468112467338,0.04159961882487869
nt,gaba | serotonin,13,1300-1400,1350.0,6305,233,382.0,382.0,0.03695479777954005,0.03257300780076167,0.04190050568862439
nt,gaba | serotonin,14,1400-1500,1450.0,6203,181,289.0,289.0,0.02917942930839916,0.0252734591555946,0.033668209341310484
nt,gaba | serotonin,15,1500-1600,1550.0,6192,156,240.0,240.0,0.025193798449612403,0.02157488159863754,0.029401502303752734
nt,gaba | serotonin,16,1600-1700,1650.0,6138,144,256.0,256.0,0.02346041055718475,0.0199612926663205,0.02755566055500647
nt,gaba | serotonin,17,1700-1800,1750.0,6092,141,216.0,216.0,0.02314510833880499,0.019658966479399926,0.02723227820123612
nt,gaba | serotonin,18,1800-1900,1850.0,5953,115,208.0,208.0,0.01931799092894339,0.01611889627396498,0.023137074541173034
nt,gaba | serotonin,19,1900-2000,1950.0,5976,124,198.0,198.0,0.020749665327978582,0.017431489137802656,0.02468360635235214
nt,glutamate | glutamate,0,0-100,50.0,935406,368604,1563419.0,1563419.0,0.39405776742933013,0.3930679391752929,0.39504846586382203
nt,glutamate | glutamate,1,100-200,150.0,351077,73011,157579.0,157579.0,0.20796292551206716,0.2066236051029109,0.20930863698272506
nt,glutamate | glutamate,2,200-300,250.0,213230,33088,64108.0,64108.0,0.15517516296956338,0.1536445447124851,0.1567182058876054
nt,glutamate | glutamate,3,300-400,350.0,186027,22996,42240.0,42240.0,0.12361646427669101,0.12212850149302469,0.12511997195579944
nt,glutamate | glutamate,4,400-500,450.0,177456,17502,30618.0,30618.0,0.09862726535028402,0.09724867056234293,0.10002323774302324
nt,glutamate | glutamate,5,500-600,550.0,164052,12752,21698.0,21698.0,0.0777314510033404,0.07644565245520424,0.0790370255843445
nt,glutamate | glutamate,6,600-700,650.0,162448,10319,16880.0,16880.0,0.06352186545848518,0.06234608894959677,0.06471828530862649
nt,glutamate | glutamate,7,700-800,750.0,153982,8060,13320.0,13320.0,0.05234378044186983,0.051242460003781895,0.05346743690923404
nt,glutamate | glutamate,8,800-900,850.0,148136,6148,9911.0,9911.0,0.04150240319706216,0.04049855431086464,0.04253003183553771
nt,glutamate | glutamate,9,900-1000,950.0,144111,5121,8050.0,8050.0,0.03553510835397714,0.03459159438738123,0.03650338435490537
nt,glutamate | glutamate,10,1000-1100,1050.0,136129,3978,6372.0,6372.0,0.029222281806227917,0.028340739158118477,0.030130394672970223
nt,glutamate | glutamate,11,1100-1200,1150.0,132265,3440,5415.0,5415.0,0.0260083922428458,0.025164296493183073,0.026880021100659075
nt,glutamate | glutamate,12,1200-1300,1250.0,126908,2749,4312.0,4312.0,0.021661360985911055,0.02087478320184653,0.022476897229524662
nt,glutamate | glutamate,13,1300-1400,1350.0,122803,2279,3486.0,3486.0,0.018558178546126722,0.017818266271636577,0.019328211404734185
nt,glutamate | glutamate,14,1400-1500,1450.0,120621,1984,3083.0,3083.0,0.01644821382677975,0.015745661410004448,0.01718156607743873
nt,glutamate | glutamate,15,1500-1600,1550.0,115698,1682,2563.0,2563.0,0.014537848536707636,0.013864085551537139,0.015243848716641356
nt,glutamate | glutamate,16,1600-1700,1650.0,113738,1382,2209.0,2209.0,0.012150732384954897,0.011530284966243108,0.012804133758343467
nt,glutamate | glutamate,17,1700-1800,1750.0,110224,1193,1915.0,1915.0,0.010823414138481638,0.010229381969593157,0.011451543333039277
nt,glutamate | glutamate,18,1800-1900,1850.0,107231,1106,1726.0,1726.0,0.01031418153332525,0.009726749949759696,0.010936698300253853
nt,glutamate | glutamate,19,1900-2000,1950.0,105667,955,1495.0,1495.0,0.009037826379096597,0.008484786396140424,0.00962656363213455
nt,glutamate | octopamine,0,0-100,50.0,22206,9587,32976.0,32976.0,0.43173016301900385,0.42522767457666066,0.43825626850558086
nt,glutamate | octopamine,1,100-200,150.0,9620,2548,4941.0,4941.0,0.2648648648648649,0.25614210312815966,0.2737753468847334
nt,glutamate | octopamine,2,200-300,250.0,6158,1201,1967.0,1967.0,0.19503085417343294,0.18532583968305744,0.20511613467733514
nt,glutamate | octopamine,3,300-400,350.0,5507,896,1506.0,1506.0,0.16270201561648812,0.15318927001470395,0.17268502112805
nt,glutamate | octopamine,4,400-500,450.0,5136,719,1048.0,1048.0,0.13999221183800623,0.13077144546877154,0.1497511293903447
nt,glutamate | octopamine,5,500-600,550.0,4755,531,811.0,811.0,0.11167192429022083,0.1030311288197962,0.12093967953827148
nt,glutamate | octopamine,6,600-700,650.0,4669,385,555.0,555.0,0.08245877061469266,0.0749078434543949,0.09069622923662037
nt,glutamate | octopamine,7,700-800,750.0,4539,340,477.0,477.0,0.0749063670411985,0.06760241912451521,0.08292926571345051
nt,glutamate | octopamine,8,800-900,850.0,4189,254,383.0,383.0,0.06063499641919313,0.05380229805708484,0.0682728120543966
nt,glutamate | octopamine,9,900-1000,950.0,4141,223,303.0,303.0,0.05385172663607824,0.047380830223579605,0.06114963810601832
nt,glutamate | octopamine,10,1000-1100,1050.0,3778,182,249.0,249.0,0.048173636844891475,0.04179241791123173,0.055472787484996386
nt,glutamate | octopamine,11,1100-1200,1150.0,3681,144,188.0,188.0,0.039119804400977995,0.03332180232742684,0.04587877986313462
nt,glutamate | octopamine,12,1200-1300,1250.0,3445,114,151.0,151.0,0.03309143686502177,0.027618966602567237,0.03960406851739884
nt,glutamate | octopamine,13,1300-1400,1350.0,3374,83,102.0,102.0,0.024599881446354475,0.019888752508352876,0.03039235007502463
nt,glutamate | octopamine,14,1400-1500,1450.0,3242,67,96.0,96.0,0.02066625539790253,0.016306520226271506,0.026160616802226734
nt,glutamate | octopamine,15,1500-1600,1550.0,3172,64,78.0,78.0,0.0201765447667087,0.01583246080077675,0.025681448457166085
nt,glutamate | octopamine,16,1600-1700,1650.0,3133,57,72.0,72.0,0.018193424832428983,0.014069270862891198,0.02349768820829684
nt,glutamate | octopamine,17,1700-1800,1750.0,2884,43,55.0,55.0,0.014909847434119279,0.011088071209534811,0.020022222374434618
nt,glutamate | octopamine,18,1800-1900,1850.0,2967,44,56.0,56.0,0.01482979440512302,0.011065626124146695,0.019848711415761187
nt,glutamate | octopamine,19,1900-2000,1950.0,2830,27,36.0,36.0,0.009540636042402828,0.0065651670098042375,0.013845853846125047
nt,glutamate | serotonin,0,0-100,50.0,43269,18085,105828.0,105828.0,0.417966673600037,0.41332673173428813,0.4226211806856811
nt,glutamate | serotonin,1,100-200,150.0,17953,4168,9780.0,9780.0,0.23216175569542694,0.22604330156460795,0.23839480986808403
nt,glutamate | serotonin,2,200-300,250.0,11945,2178,4382.0,4382.0,0.1823357053160318,0.17551372825928693,0.189361943035912
nt,glutamate | serotonin,3,300-400,350.0,10806,1484,2868.0,2868.0,0.1373311123449935,0.13097008865645246,0.14394990647095066
nt,glutamate | serotonin,4,400-500,450.0,10726,1240,2302.0,2302.0,0.11560693641618497,0.1096927355952947,0.12179638536246483
nt,glutamate | serotonin,5,500-600,550.0,10052,972,1615.0,1615.0,0.09669717469160366,0.09107261753457313,0.10262987674497082
nt,glutamate | serotonin,6,600-700,650.0,10122,807,1442.0,1442.0,0.07972732661529341,0.07460839267510078,0.08516515148146592
nt,glutamate | serotonin,7,700-800,750.0,9543,623,1071.0,1071.0,0.06528345384051137,0.06050002016442926,0.07041674292505157
nt,glutamate | serotonin,8,800-900,850.0,9441,544,879.0,879.0,0.05762101472301663,0.053097893173451115,0.06250400320986145
nt,glutamate | serotonin,9,900-1000,950.0,9271,429,704.0,704.0,0.046273325423363175,0.042181695346073106,0.050740818823872394
nt,glutamate | serotonin,10,1000-1100,1050.0,8909,380,595.0,595.0,0.04265349646424964,0.0386507230616183,0.04705051951403794
nt,glutamate | serotonin,11,1100-1200,1150.0,8576,273,406.0,406.0,0.031833022388059705,0.02832197536493776,0.03576331031213116
nt,glutamate | serotonin,12,1200-1300,1250.0,8436,242,361.0,361.0,0.028686581318160265,0.025333359887633244,0.032468862372083095
nt,glutamate | serotonin,13,1300-1400,1350.0,8160,204,272.0,272.0,0.025,0.02182941541303356,0.02861761922810892
nt,glutamate | serotonin,14,1400-1500,1450.0,7983,185,327.0,327.0,0.023174245271201304,0.020095892118546135,0.02671129634503877
nt,glutamate | serotonin,15,1500-1600,1550.0,7783,151,245.0,245.0,0.019401259154567647,0.0165655710216536,0.022711149336957528
nt,glutamate | serotonin,16,1600-1700,1650.0,7779,154,231.0,231.0,0.019796889060290524,0.016929975630654067,0.023137857691303814
nt,glutamate | serotonin,17,1700-1800,1750.0,7598,112,149.0,149.0,0.014740721242432218,0.012265732479734342,0.01770616275154751
nt,glutamate | serotonin,18,1800-1900,1850.0,7436,89,139.0,139.0,0.011968800430338891,0.009736912840391198,0.014704682797881528
nt,glutamate | serotonin,19,1900-2000,1950.0,7393,93,142.0,142.0,0.012579467063438387,0.010280137024165798,0.015385087441368244
nt,octopamine | serotonin,0,0-100,50.0,1134,440,1816.0,1816.0,0.3880070546737213,0.3600681889140789,0.41670214537498207
nt,octopamine | serotonin,1,100-200,150.0,413,88,247.0,247.0,0.21307506053268765,0.17632047307739518,0.25511823169679243
nt,octopamine | serotonin,2,200-300,250.0,298,40,83.0,83.0,0.1342281879194631,0.10014441150060654,0.17762247020158428
nt,octopamine | serotonin,4,400-500,450.0,260,35,58.0,58.0,0.1346153846153846,0.09840853941598347,0.18146241345877168
nt,octopamine | serotonin,9,900-1000,950.0,289,13,23.0,23.0,0.04498269896193772,0.026473528746611207,0.07543002593960824
nt,octopamine | serotonin,10,1000-1100,1050.0,243,8,10.0,10.0,0.03292181069958848,0.016774396733680197,0.06360751620157869
nt,octopamine | serotonin,11,1100-1200,1150.0,282,12,19.0,19.0,0.0425531914893617,0.02450690490811795,0.07289529267264007
nt,octopamine | serotonin,12,1200-1300,1250.0,255,7,17.0,17.0,0.027450980392156862,0.013359416081145447,0.055569225991844357
nt,octopamine | serotonin,14,1400-1500,1450.0,242,5,8.0,8.0,0.02066115702479339,0.008856592537603413,0.04744632771673922
nt,octopamine | serotonin,16,1600-1700,1650.0,278,1,4.0,4.0,0.0035971223021582736,0.0006352465320899024,0.020091289224164675
nt,octopamine | serotonin,19,1900-2000,1950.0,249,1,1.0,1.0,0.004016064257028112,0.0007092678323149942,0.022394525214398834
nt,serotonin | serotonin,0,0-100,50.0,14720,6775,51031.0,51031.0,0.460258152173913,0.4522177098093881,0.4683193326429023
nt,serotonin | serotonin,1,100-200,150.0,3513,1111,2268.0,2268.0,0.31625391403358954,0.3010843372404368,0.33182491861004004
nt,serotonin | serotonin,2,200-300,250.0,2540,593,1126.0,1126.0,0.23346456692913387,0.21742268672217926,0.25031146779435987
nt,serotonin | serotonin,3,300-400,350.0,2413,476,826.0,826.0,0.19726481558226275,0.18187361632251609,0.2136184175782575
nt,serotonin | serotonin,4,400-500,450.0,2475,343,541.0,541.0,0.1385858585858586,0.12553261145164066,0.15275931329256245
nt,serotonin | serotonin,5,500-600,550.0,2257,275,458.0,458.0,0.12184315463003988,0.108986758683413,0.13598467142473789
nt,serotonin | serotonin,7,700-800,750.0,2049,145,204.0,204.0,0.07076622742801367,0.06044730968129348,0.08269164463451929
nt,serotonin | serotonin,8,800-900,850.0,1959,119,215.0,215.0,0.06074527820316488,0.051002822927192555,0.07220711923013691
nt,serotonin | serotonin,9,900-1000,950.0,1816,88,131.0,131.0,0.048458149779735685,0.03949949652201717,0.059323170241947366
nt,serotonin | serotonin,10,1000-1100,1050.0,1672,72,97.0,97.0,0.0430622009569378,0.03433419926106886,0.05388511693206062
nt,serotonin | serotonin,11,1100-1200,1150.0,1649,70,98.0,98.0,0.04244996967859309,0.03373556479968633,0.053291286412190234
nt,serotonin | serotonin,12,1200-1300,1250.0,1562,45,62.0,62.0,0.02880921895006402,0.021599822488885555,0.038330632801100356
nt,serotonin | serotonin,13,1300-1400,1350.0,1546,34,42.0,42.0,0.02199223803363519,0.015779966077945858,0.03057419037262303
nt,serotonin | serotonin,14,1400-1500,1450.0,1448,42,60.0,60.0,0.029005524861878452,0.021529619287077993,0.03897395079935568
nt,serotonin | serotonin,16,1600-1700,1650.0,1298,24,36.0,36.0,0.01848998459167951,0.012456201197000843,0.027365540557141906
nt,serotonin | serotonin,17,1700-1800,1750.0,1314,19,25.0,25.0,0.01445966514459665,0.00927620414949942,0.022473893889597234
nt,serotonin | serotonin,18,1800-1900,1850.0,1359,25,46.0,46.0,0.01839587932303164,0.012490950922642914,0.027015914732177133
nt,serotonin | serotonin,19,1900-2000,1950.0,1265,15,18.0,18.0,0.011857707509881422,0.007198898075946812,0.019472358604162035
nt,dopamine | octopamine,6,600-700,650.0,742,37,41.0,41.0,0.04986522911051213,0.03639106294422573,0.067976405966063
nt,octopamine | octopamine,0,0-100,50.0,731,165,329.0,329.0,0.22571819425444598,0.19689130274066421,0.2574128629461994
nt,octopamine | serotonin,5,500-600,550.0,293,18,24.0,24.0,0.06143344709897611,0.03920905464201846,0.095009329843175
nt,octopamine | serotonin,7,700-800,750.0,273,14,19.0,19.0,0.05128205128205128,0.03078988932005079,0.08422750690941762
nt,octopamine | serotonin,13,1300-1400,1350.0,265,12,24.0,24.0,0.045283018867924525,0.02609044596937148,0.0774709076306666
nt,octopamine | serotonin,17,1700-1800,1750.0,253,6,8.0,8.0,0.023715415019762844,0.010913126237076368,0.05076535575338
nt,octopamine | serotonin,18,1800-1900,1850.0,249,4,4.0,4.0,0.01606425702811245,0.006264249892216231,0.040569815388180656
nt,serotonin | serotonin,6,600-700,650.0,2169,197,291.0,291.0,0.09082526509912402,0.07944421118603152,0.10365316692013139
nt,serotonin | serotonin,15,1500-1600,1550.0,1373,32,43.0,43.0,0.023306627822286964,0.016556917170191573,0.03271643424510558
nt,octopamine | octopamine,1,100-200,150.0,66,7,7.0,7.0,0.10606060606060606,0.05233280771918243,0.20312525738814619
nt,octopamine | serotonin,6,600-700,650.0,281,22,24.0,24.0,0.07829181494661921,0.052268355929042234,0.11569025685785407
nt,octopamine | octopamine,6,600-700,650.0,16,1,1.0,1.0,0.0625,0.01111905730833121,0.2832926836802987
nt,octopamine | serotonin,3,300-400,350.0,284,39,75.0,75.0,0.13732394366197184,0.10210803468958787,0.182220568264259
nt,octopamine | serotonin,8,800-900,850.0,302,14,18.0,18.0,0.046357615894039736,0.027811916856038576,0.07629949244864725
nt,octopamine | serotonin,15,1500-1600,1550.0,212,3,3.0,3.0,0.014150943396226415,0.004823973770644724,0.04077242655255525
nt,octopamine | octopamine,17,1700-1800,1750.0,9,0,0.0,0.0,0.0,0.0,0.2991527535509594
nt,octopamine | octopamine,13,1300-1400,1350.0,17,0,0.0,0.0,0.0,0.0,0.18432366037156456
nt,octopamine | octopamine,7,700-800,750.0,11,0,0.0,0.0,0.0,2.7755575615628914e-17,0.2588400172488141
nt,octopamine | octopamine,18,1800-1900,1850.0,11,0,0.0,0.0,0.0,2.7755575615628914e-17,0.2588400172488141
nt,octopamine | octopamine,14,1400-1500,1450.0,14,0,0.0,0.0,0.0,0.0,0.21531701192718142
nt,octopamine | octopamine,11,1100-1200,1150.0,16,2,3.0,3.0,0.125,0.034976749337057134,0.3602333143674828
nt,octopamine | octopamine,4,400-500,450.0,24,2,6.0,6.0,0.08333333333333333,0.02315832784297353,0.2584921520145059
nt,octopamine | octopamine,10,1000-1100,1050.0,11,0,0.0,0.0,0.0,2.7755575615628914e-17,0.2588400172488141
nt,octopamine | octopamine,19,1900-2000,1950.0,12,0,0.0,0.0,0.0,0.0,0.2425007574992425
nt,octopamine | octopamine,9,900-1000,950.0,14,0,0.0,0.0,0.0,0.0,0.21531701192718142
nt,octopamine | octopamine,12,1200-1300,1250.0,11,0,0.0,0.0,0.0,2.7755575615628914e-17,0.2588400172488141
nt,octopamine | octopamine,3,300-400,350.0,23,2,2.0,2.0,0.08695652173913043,0.02417949540723341,0.2679640429809402
